"geogid","geog","lat","lon"
"64030093","Mary Point","18 22.119","-64 45.118"
"64020134","Morningstar Bay","18 19.124","-64 55.075"
"54020093","Punta Sur Park (snorkel)","20 17.801","-87 00.451"
"64020135","Magens Bay","18 22.001","-64 55.462"
"33010654","Main Street","26 47.60","-80 01.90"
"32010084","MC Nearshore Reef A","27 14.412","-80 11.098"
"32010085","MC Nearshore Reef B","27 13.533","-80 10.647"
"32010086","MC Nearshore Reef C","27 13.335","-80 10.513"
"23010087","Photo Ledge",NULL,NULL
"61010009","CAR-02","19 45.478","-72 01.638"
"61010010","CAR-03","19 42.169","-72 02.422"
"61010011","CAR-05","19 43.859","-72 03.580"
"61010012","CAR-06","19 44.058","-71 59.153"
"61010013","CAR-07","19 44.068","-71 57.157"
"61010014","CAR-08","19 42.305","-71 59.357"
"61010015","CAR-16","19 46.564","-72 05.489"
"61010016","CAR-17","19 45.786","-72 06.076"
"61010017","CAR-18","19 45.128","-72 07.335"
"61010018","CAR-23","19 44.152","-71 57.430"
"61010019","CAR-25","19 44.973","-72 00.888"
"61010020","CAR-28","19 44.966","-72 02.964"
"61010021","FL-10","19 41.501","-71 51.485"
"61010022","FL-11","19 40.551","-71 50.548"
"61010023","FL-12","19 42.949","-71 49.922"
"61010024","FL-13","19 42.674","-71 50.712"
"61010025","FL-14","19 42.305","-71 50.595"
"61010026","FL-15","19 46.566","-72 05.487"
"61010027","PN3B-10","19 42.935","-71 50.044"
"61010028","BN3B-11","19 43.036","-71 52.092"
"61010029","PN3B-12","19 44.152","-71 57.266"
"61010030","PN3B-13","19 44.863","-71 57.913"
"61010031","PN3B-16","19 46.076","-72 02.872"
"61010032","PN3B-18","19 43.138","-71 51.338"
"61010033","PN3B-19","19 43.949","-71 55.757"
"61010034","PN3B-20","19 42.732","-71 48.104"
"61010035","PN3B-22","19 43.645","-71 54.356"
"61010036","PN3B-27","19 46.588","-72 06.429"
"61010037","PN3B-28","19 42.529","-71 46.379"
"61010038","PN3B-30","19 45.174","-71 59.671"
"21010295","Perdido Pass Jetty","30 16.218","-87 33.515"
"21010296","MB-172 Unnamed Reef (Crooked Island Site)","29 55.108","-85 35.834"
"21010297","MB-173 Unnamed Reef (Sherman Tug Site)","29 55.384","-85 40.744"
"21010298","MB-174 Unnamed Reef (Crooked Island Site)","29 55.078","-85 36.113"
"21010299","MB-175 Unnamed Reef (Sherman Tug Site)","29 55.123","-85 40.002"
"34030209","Railroad (Molasses Reef)",NULL,NULL
"21010300","2015 Refugia 5 - Mexico Beach","29 54.900","-85 40.800"
"21010301","2015 Refugia 6 - Mexico Beach","29 55.100","-85 40.200"
"21010302","2015 Refugia 7 - Mexico Beach","29 55.300","-85 35.900"
"21010303","Navy Trash Pile (Panama City Beach)",NULL,NULL
"44020020","Flamingo Hill","21 50.52","-072 20.50"
"44020021","Two Step","21 51.251","-72 20.410"
"62030030","Pinki Reef","18 18.968","-68 48.772"
"62030031","Tortuga","18 16.183","-68 47.133"
"62030032","Mama Reef","18 20.355","-68 49.708"
"62030033","Penon 3","18 15.115","-68 46.698"
"62030034","Guaraguao Deep","18 19.390","-68 49.172"
"71100008","Little Redonda","16 49.411","-62 11.385"
"71100009","Plymouth Pier","16 42.218","-62 13.336"
"71100010","MA-015","16 42.275","-62 13.404"
"71100011","MA-038","16 40.420","-62 10.592"
"71100012","MA-047","16 45.944","-62 14.100"
"71100013","MA-063","16 41.585","-62 12.809"
"71100014","MA-096","16 45.188","-62 13.880"
"71100015","MP-049","16 45.143","-62 14.245"
"71100016","MP-070","16 40.424","-62 10.174"
"71100017","MP-087","16 45.391","-62 13.888"
"71100018","MSA-011","16 40.495","-62 10.030"
"71100019","MSA-037","16 49.721","-62 11.773"
"71100020","MSA-049","16 47.575","-62 12.858"
"71100021","MSA-054","16 47.111","-62 10.273"
"71100022","MSA-077","16 47.631","-62 12.868"
"71100023","MSA-080","16 47.125","-62 13.136"
"71100024","MSA-118","16 47.311","-62 12.916"
"71100025","MSA-146","16 47.905","-62 10.648"
"71100026","MSA-151","16 42.621","-62 14.458"
"33010655","Emerald Reef Miami ","25 40.450","-80 05.920"
"34100102","Middle Santa's Reef ","24 43.230","-82 49.130"
"34100103","Maze Buoy ","24 36.600","-82 56.914"
"34090019","School House ","24 27.925","-82 11.356"
"34090020","East Wall ","24 33.510","-82 14.590"
"26030001","Plataforma Gene Rosser (Las Higueras)","20 10.150","-96 34.279"
"26050001","Barco de Rio Canas Wreck","18 43.210","-95 20.342"
"44020022","Dolphin Grotto",NULL,NULL
"32010045","Andrew Red Harris Memorial Reef","26 57.938","-80 03.549"
"23010088","Seafood Barge (Clearwater)",NULL,NULL
"85020157","CSA-223","12 11.255","-69 03.725"
"85020156","CSA-222","12 11.324","-69 03.375"
"85020155","CSA-221","12 11.626","-69 03.153"
"85020154","CSA-220","12 11.961","-69 03.013"
"85020153","CSA-219","12 12.052","-69 02.647"
"85020152","CSA-218","12 11.962","-69 02.288"
"85020113","CSA-171.5 ",,
"85020151","CSA-217","12 11.835","-69 01.935"
"85020150","CSA-216","12 11.674","-69 01.599"
"85020116","CSA-176.5 ",,
"85020149","CSA-213","12 10.867","-69 01.165"
"85020148","CSA-212","12 10.637","-69 00.997"
"85020147","CSA-211","12 10.285","-69 00.856"
"85020146","CSA-210","12 09.982","-69 00.657"
"85020145","CSA-209","12 09.724","-69 00.385"
"85020144","CSA-208","12 09.412","-69 00.225"
"85020143","CSA-207","12 09.083","-69 00.066"
"85020142","CSA-206","12 08.749","-68 59.942"
"85020141","CSA-204","12 08.166","-68 59.641"
"85020140","CSA-203","12 08.092","-68 59.287"
"85020139","CSA-202","12 07.916","-68 59.067"
"85020138","CSA-201","12 07.711","-68 58.760"
"85020137","CSA-200","12 07.555","-68 58.417"
"85020135","CSA-198","12 07.074","-68 57.994"
"85020134","CSA-197","12 06.887","-68 57.742"
"85020133","CSA-196","12 06.677","-68 57.452"
"85020132","CSA-195","12 06.550","-68 57.164"
"85020131","CSA-194","12 06.533","-68 57.101"
"85020130","CSA-193","12 06.472","-68 56.900"
"85020136","CSA-199",,
"85020129","CSA-192","12 06.419","-68 56.782"
"85020128","CSA-189","12 06.211","-68 56.075"
"85020127","CSA-188","12 06.173","-68 55.848"
"85020126","CSA-187","12 06.077","-68 55.525"
"85020125","CSA-186","12 05.962","-68 55.325"
"85020124","CSA-185","12 05.893","-68 55.094"
"85020123","CSA-184","12 05.756","-68 54.819"
"85020122","CSA-183","12 05.595","-68 54.567"
"85020121","CSA-181","12 05.308","-68 54.132"
"85020120","CSA-180 / Mambo Beach / Playa Mambo","12 05.212","-68 53.965"
"85020119","CSA-179","12 05.091","-68 53.813"
"85020118","CSA-178","12 05.024","-68 53.694"
"85020117","CSA-177","12 05.008","-68 53.525"
"85020115","CSA-176","12 04.771","-68 53.248"
"85020114","CSA-172","12 04.228","-68 52.382"
"85020112","CSA-171","12 04.489","-68 52.163"
"85020111","CSA-170","12 04.665","-68 51.939"
"85020110","CSA-169","12 04.387","-68 51.754"
"85020109","CSA-168","12 04.098","-68 51.685"
"85020108","CSA-165","12 03.714","-68 50.922"
"85020107","CSA-164","12 03.553","-68 50.592"
"73020030","Chez Cochon Reef","13 51.125","-61 03.610"
"53020070","Site 300","18 08.222","-78 02.234"
"53020071","WP5","18 10.191","-78 03.268"
"53020072","WP7","18 10.247","-78 03.389"
"53020073","WP8","18 10.321","-78 03.166"
"53020074","WP10","18 11.051","-78 04.668"
"53020075","WP11","18 10.873","-78 04.474"
"53020076","WP12","18 10.798","-78 04.349"
"53020077","WP14","18 10.524","-78 02.884"
"53020078","WP15","18 10.400","-78 02.834"
"53020079","WP16","18 10.307","-78 02.813"
"53020080","WP17","18 11.594","-78 04.097"
"53020081","WP19","18 11.320","-78 03.624"
"53020082","WP22","18 09.225","-78 02.021"
"53020083","WP23","18 10.256","-78 03.407"
"53020084","WP24","18 10.318","-78 03.170"
"54020094","Scuba Club Cozumel shore dive","20 30.000","-86 57.708"
"64020136","Turtle Cove (Buck Island)","18 16.694","-64 53.692"
"65010104","Cable Rock (Watson Rock)","18 26.340","-64 50.068"
"65030034","Cannons inside Eustatia Reef","18 30.642","-64 20.996"
"64020137","West Cay","18 21.453","-64 02.851"
"63040039","Cayo Bellena","18 20.865","-65 14.212"
"63050031","Boulders","18 05.410","-65 34.173"
"34040066","The Sands of Islamorada Resort","24 54.024","-80 39.197"
"33010656","Mariner 2 Tug / Mary St. Phillips","26 13.946","-80 03.808"
"33010657","Pompano Trench",NULL,NULL
"71100027","CCWPT-0013","16 47.405","-62 13.001"
"71100028","CCWPT-0020","16 42.709","-62 14.746"
"71100029","CCWPT-0029","16 49.130","-62 09.932"
"71100030","CCWPT-0053","16 40.492","-62 09.687"
"71100031","CCWPT-0054","16 40.479","-62 09.643"
"71100032","CCWPT-0057","16 40.531","-62 09.569"
"71100033","CCWPT-0187","16 42.687","-62 14.362"
"71100034","CCWPT-0209","16 45.469","-62 13.805"
"71100035","CCWPT-0248","16 40.845","-62 09.265"
"71100036","CCWPT-0250","16 49.459","-62 12.101"
"71100037","DBWPT-1196","16 48.245","-62 12.907"
"71100038","DBWPT-1200","16 48.374","-62 12.768"
"63050032","Red Beach ","18 06.463","-65 24.787"
"42060164","Anny Bonny / Boiling Hole #1","24 39.801","-76 11.841"
"73040042","Pieces of Eight","13 04.37","-59 36.40"
"73040043","The Finger",NULL,NULL
"73040044","Hilton Reef","13 04.68","-59 36.77"
"42060165","Kataluma House Snorkel","25 09.124","-76 08.058"
"42060166","Boat Ramp snorkel (Petey’s Squid)","25 07.650","-76 09.357"
"42090166","The Cut / Da Kutt","23 38.70","-75 53.83"
"42090167","The Nursery",NULL,NULL
"42090168","Stocking Reef","23 31.81","-75 45.14"
"42090169","Emerald Point","23 37.74","-75 54.15"
"42090170","Sandal's Reef","23 35.85","-75 50.61"
"82020308","Punto Aeropuerto/Airport Point","09 20.471","-82 15.684"
"82020309","Bocas Dive Center","09 20.117","-82 14.489"
"82020310","Punta Caracol (offshore from lodge)","09 22.376","-82 18.203"
"73040045","Pine Shallows",NULL,NULL
"73040046","Round Bar",NULL,NULL
"73040047","Coconut Court Snorkel","13 04.512","-59 36.123"
"71120093","Buddy's Front Porch / Fort Young Hotel","15 17.731","-61 23.225"
"34040233","Kaily's Corner","24 52.620","-80 34.020"
"73040048","Castle Banks","13 04.31","-59 36.38"
"73040049","Accra","13 04.36","-59 36.15"
"71020039","Holland House Hotel (Jetty SE of)","18 01.264","-63 02.639"
"82020410","Manuel's Wall","09 19.495","-82 13.306"
"73040050","The Boot","13 04.13","-59 35.04"
"73040051","G-Spot","13 03.74","-59 33.27"
"73040052","The Fork",NULL,NULL
"73040053","Dover Shallows",NULL,NULL
"82020208","Punta Vieja","9 17.335","-82 4.680"
"82020311","Isla de los Pararos","9 27.168","-82 17.919"
"82020209","Wash Rock","09 21.243","-82 11.668"
"82020210","Polo Beach/Polo Caverns","09 20.816","-82 9.057"
"34040067","Boink West","24 48.104","-80 40.992"
"21010304","I-10 Bridge Rubble Reef #2","30 06.727","-87 24.259"
"21010305","I-10 Bridge Rubble Reef #3","30 06.675","-87 26.240"
"21010306","Perdido Pass Bridge 2","30 02.309","-87 33.245"
"21010307","Captain Shirley Brown","30 03.218","-87 34.057"
"8702","North Region Coast",,
"870201","Amapa",,
"870202","Para",,
"8703","Northeast Region Coast",,
"870301","Maranhao",,
"870302","Piaui",,
"870303","Ceara",,
"870304","Rio Grande do Norte",,
"870305","Paraiba",,
"870306","Pernambuco",,
"870307","Alagoas",,
"870308","Sergipe",,
"870309","Bahia",,
"8704","Southeast Region Coast",,
"870401","Espirito Santo",,
"870402","Rio de Janeiro",,
"870403","Sao Paolo",,
"870404","Laje de Santos Marine Park",,
"8705","South Region Coast",,
"870501","Parana",,
"870502","Santa Catarina",,
"870503","Rio Grande do Sul",,
"87040401","Parcel do Bandolim",,
"87040402","Parcel do Brilhante",,
"87040403","Naufragio do Moreia","-24 19.080","-46 10.845"
"87040404","Ponta Leste","-24 19.051","-46 10.791"
"87040405","Boca da Baleia","-24 19.097","-46 10.781"
"87040406","Paradao","-24 19.214","-46 10.881"
"87040407","Piscinas","-24 19.268","-46 11.002"
"87040408","Parcel das Ancoras","-24 19.207","-46 11.023"
"87040409","Portinho","-24 19.160","-46 10.932"
"87040410","Parcel Novo","-24 19.564","-46 10.798"
"87040411","Parcel de Sudoeste","-24 19.566","-46 11.094"
"87040412","Calhaus","-24 19.712","-46 09.725"
"87040413","Calhaus Lado de Fora","-24 19.779","-46 09.707"
"87040414","Tunel dos Calhaus","-24 19.832","-46 09.780"
"71020040","Beacon Hill","18 01.933","-63 06.921"
"34040166","The Landing Strip","24 46.108","-80 44.169"
"34070018","Independence","24 42.977","-80 50.586"
"34070019","Long Key Landing","24 43.111","-80 50.555"
"34040167","Labyrinth","24 48.020","-80 41.263"
"34040068","Strip Club","24 45.662","-80 44.641"
"34040069","Ryan's Rock","24 45.443","-80 44.851"
"87040201","Lagoa Verde (Ilha Grande)","-23 08.364","-44 19.654"
"87040202","Naufragio Pinguino (Ilha Grande)","-23 07.058","-44 17.008"
"87040203","Ponta do Bananal (Ilha Grande)","-23 05.942","-44 15.558"
"87040204","Alvo (Ilha Grande)","-23 06.859","-44 17.773"
"34030210","Eagle Ray Alley (Molasses Reef)",NULL,NULL
"34040168","Coral Shores HS Reef balls","24 55.378","-80 30.536"
"510235","Bahia de Cochinos / Bay of Pigs",NULL,NULL
"51023501","Cuevo de los Peces / La Cenote (ocean dive)","22 09.994","-81 08.288"
"51023502","Punta Perdiz (Bay of Pigs)","22 06.885","-81 07.022"
"51030152","Martha's Magic","21 51.746","-84 27.764"
"21010379","Metal - Dredge Frame","30 18.845","-87 19.463"
"34040070","Ed's Place","24 46.190","-80 43.632"
"34030211","Sea Critters Lane Trench","25 15.103","-80 18.566"
"58010019","Captain Red","12 16.848","-82 58.889"
"34030212","CRF Tavernier Nursery","24 58.953","-80 26.174"
"34030213","Amy Slate's Oceanfront","25 8.859","-80 23.759"
"42010104","BREEF Coral Reef Sculpture Garden","25 00.467","-77 33.041"
"41040072","Pipeline T-19 (between Abaco and Green Turtle Cay)","26 44.656","-77 21.102"
"41040073","Manjack Cay Pier","26 50.257","-77 23.064"
"57030111","Southwest Bank",NULL,NULL
"57030112","Battery Bank",NULL,NULL
"57030113","Southwest Bank 2",NULL,NULL
"57030114","Salmedina Bank",NULL,NULL
"57030115","Tom Howell's Bank",NULL,NULL
"57030116","Southside Wonder",NULL,NULL
"57030117","Sticky Outy",NULL,NULL
"820207","Cayos Zapatilla",NULL,NULL
"82030003","Kayouka Alley","09 08.72","-81 56.34"
"820209","Isla Cayo Agua",NULL,NULL
"820210","Isla Popa",NULL,NULL
"820211","Isla Pastores",NULL,NULL
"820212","Isla Bagui",NULL,NULL
"82020312","Starfish Beach","09 24.23","-82 19.51"
"82020313","Dock Pilings by The Wreck","09 20.18","-82 15.48"
"82020001","Hanging Gardens","09 13.43","-82 12.97"
"82020002","Mangrove Point","09 14.28","-82 10.64"
"34100482","NOAA Site-Stn 20851","24 43.645","-82 48.600"
"34100483","NOAA Site-Stn 21131","24 43.488","-82 49.060"
"34100484","NOAA Site-Stn 20701","24 43.376","-82 48.251"
"34100485","NOAA Site-Stn 23631","24 42.301","-83 00.528"
"34100486","NOAA Site-Stn 27131","24 41.831","-83 00.535"
"34100487","NOAA Site-Stn 23271","24 41.734","-82 59.903"
"34100488","NOAA Site-Stn 23601","24 42.238","-82 59.027"
"34100489","Hog Heaven","24 40.631","-82 59.486"
"34100490","NOAA Site-Stn 23741","24 41.025","-82 59.588"
"34100491","NOAA Site-Stn 22961","24 41.140","-83 00.779"
"34100492","NOAA Site-Stn 22921","24 40.705","-83 01.211"
"34100493","NOAA Site-Stn 20861","24 34.543","-82 54.784"
"34100494","NOAA Site-Stn 22581","24 35.195","-82 53.248"
"34100495","NOAA Site-Stn 25771","24 35.855","-82 52.248"
"34100496","NOAA Site-Stn 25801","24 36.166","-82 52.423"
"34100497","NOAA Site-Stn 21891","24 37.171","-82 51.878"
"34100498","NOAA Site-Stn 20651","24 34.634","-82 56.597"
"34100499","NOAA Site-Stn 21441","24 36.688","-82 55.867"
"34100500","NOAA Site-Stn 21041","24 38.275","-82 51.365"
"34100501","NOAA Site-Stn 22351","24 39.482","-82 51.996"
"34100502","NOAA Site-Stn 22591","24 37.143","-82 58.370"
"34100503","NOAA Site-Stn 20771","24 38.947","-82 57.641"
"34100504","NOAA Site-Stn 22191","24 38.346","-82 56.426"
"34100505","NOAA Site-Stn 22181","24 37.873","-82 56.725"
"34100506","NOAA Site-Stn 20961","24 43.235","-82 50.033"
"34100507","NOAA Site-Stn 21111","24 43.333","-82 51.002"
"34100508","NOAA Site-Stn 25471","24 42.098","-82 51.675"
"34100509","NOAA Site-Stn 25681","24 41.354","-82 50.491"
"34100510","NOAA Site-Stn 21991","24 39.760","-82 48.720"
"34100511","NOAA Site-Stn 21151","24 34.116","-82 57.680"
"34100512","NOAA Site-Stn 26351","24 32.866","-82 57.200"
"34100513","NOAA Site-Stn 26191","24 33.057","-82 56.129"
"34100514","NOAA Site-Stn 21171","24 34.924","-82 55.613"
"34100515","NOAA Site-Stn 20741","24 36.673","-82 54.150"
"34090115","NOAA Site-Stn 25341","24 27.282","-82 35.136"
"34090116","NOAA Site-Stn 20611","24 26.071","-82 34.312"
"34090117","NOAA Site-Stn 20581","24 25.880","-82 32.400"
"34090118","NOAA Site-Stn 20091","24 30.010","-82 15.491"
"34090119","NOAA Site-Stn 20141","24 27.440","-82 11.909"
"34090120","NOAA Site-Stn 20071","24 28.384","-82 01.578"
"33010658","2016 RVC 3026-1","25 53.844","-80 06.554"
"33010659","2016 RVC 3026-2","25 53.871","-80 06.524"
"33010660","2016 RVC 3027-1","25 53.328","-80 06.348"
"33010661","2016 RVC 3027-2","25 53.301","-80 06.379"
"33010662","2016 RVC 3028-1","25 52.898","-80 06.801"
"33010663","2016 RVC 3028-2","25 52.871","-80 06.801"
"33010664","2016 RVC 3029-1","25 52.438","-80 06.894"
"33010665","2016 RVC 3029-2","25 52.465","-80 06.924"
"33010666","2016 RVC 3030-1","25 52.328","-80 06.745"
"33010667","2016 RVC 3030-2","25 52.355","-80 06.715"
"33010668","2016 RVC 3031-1","25 51.921","-80 06.569"
"33010669","2016 RVC 3031-2","25 51.894","-80 06.539"
"33010670","2016 RVC 3032-1","25 50.188","-80 06.612"
"33010671","2016 RVC 3032-2","25 50.188","-80 06.642"
"33010672","2016 RVC 3033-1","25 49.614","-80 06.106"
"33010673","2016 RVC 3033-2","25 49.643","-80 06.107"
"33010674","2016 RVC 3034-1","25 49.051","-80 06.740"
"33010675","2016 RVC 3034-2","25 49.024","-80 06.740"
"33010676","2016 RVC 3035-1","25 48.641","-80 06.204"
"33010677","2016 RVC 3035-2","25 48.668","-80 06.234"
"33010678","2016 RVC 3036-1","25 48.531","-80 05.966"
"33010679","2016 RVC 3036-2","25 48.532","-80 05.996"
"33010680","2016 RVC 3037-1","25 48.399","-80 06.445"
"33010681","2016 RVC 3037-2","25 48.399","-80 06.475"
"33010682","2016 RVC 3038-1","25 48.210","-80 06.596"
"33010683","2016 RVC 3038-2","25 48.237","-80 06.566"
"33010684","2016 RVC 3039-1","25 48.236","-80 06.447"
"33010685","2016 RVC 3039-2","25 48.209","-80 06.477"
"33010686","2016 RVC 3040-1","25 48.233","-80 05.968"
"33010687","2016 RVC 3040-2","25 48.234","-80 05.998"
"33010688","2016 RVC 3041-1","25 47.884","-80 06.479"
"33010689","2016 RVC 3041-2","25 47.911","-80 06.449"
"33010690","2016 RVC 3042-1","25 47.394","-80 05.944"
"33010691","2016 RVC 3042-2","25 47.393","-80 05.914"
"33010692","2016 RVC 3043-1","25 46.833","-80 07.325"
"33010693","2016 RVC 3043-2","25 46.841","-80 07.296"
"33010694","2016 RVC 3044-1","25 46.445","-80 07.122"
"33010695","2016 RVC 3044-2","25 46.428","-80 07.148"
"33010696","2016 RVC 3048-1","25 50.456","-80 06.131"
"33010697","2016 RVC 3048-2","25 50.484","-80 06.136"
"33010698","2016 RVC 3063-1","25 53.572","-80 06.137"
"33010699","2016 RVC 3063-2","25 53.571","-80 06.167"
"33010700","2016 RVC 3064-1","25 52.127","-80 06.262"
"33010701","2016 RVC 3064-2","25 52.105","-80 06.264"
"33010702","2016 RVC 3065-1","25 51.327","-80 06.259"
"33010703","2016 RVC 3065-2","25 51.290","-80 06.279"
"33010704","2016 RVC 3066-1","25 51.001","-80 06.249"
"33010705","2016 RVC 3066-2","25 50.967","-80 06.251"
"33010706","2016 RVC 3067-1","25 49.877","-80 06.017"
"33010707","2016 RVC 3067-2","25 49.887","-80 05.986"
"33010708","2016 RVC 3068-1","25 45.958","-80 05.955"
"33010709","2016 RVC 3068-2","25 45.958","-80 05.925"
"33010710","2016 RVC 3079-1","25 52.812","-80 06.077"
"33010711","2016 RVC 3079-2","25 52.849","-80 06.048"
"33010712","2016 RVC 3080-1","25 52.306","-80 05.987"
"33010713","2016 RVC 3080-2","25 52.265","-80 06.023"
"33010714","2016 RVC 3081-1","25 51.973","-80 06.239"
"33010715","2016 RVC 3081-2","25 51.973","-80 06.269"
"33010716","2016 RVC 3082-1","25 51.321","-80 05.974"
"33010717","2016 RVC 3082-2","25 51.288","-80 05.988"
"33010718","2016 RVC 3083-1","25 50.260","-80 05.963"
"33010719","2016 RVC 3083-2","25 50.291","-80 05.971"
"33010720","2016 RVC 3087-1","25 46.902","-80 05.260"
"33010721","2016 RVC 3087-2","25 46.913","-80 05.278"
"33010722","2016 RVC 3088-1","25 46.692","-80 05.691"
"33010723","2016 RVC 3088-2","25 46.666","-80 05.710"
"33010724","2016 RVC 3089-1","25 46.200","-80 05.304"
"33010725","2016 RVC 3089-2","25 46.227","-80 05.302"
"33010726","2016 RVC 3104-1","25 53.379","-80 05.896"
"33010727","2016 RVC 3104-2","25 53.379","-80 05.926"
"33010728","2016 RVC 3105-1","25 51.698","-80 05.552"
"33010729","2016 RVC 3105-2","25 51.673","-80 05.552"
"33010730","2016 RVC 3106-1","25 50.263","-80 05.617"
"33010731","2016 RVC 3106-2","25 50.290","-80 05.593"
"33010732","2016 RVC 3118-1","25 49.339","-80 05.439"
"33010733","2016 RVC 3118-2","25 49.368","-80 05.421"
"33010734","2016 RVC 3131-1","25 48.986","-80 05.403"
"33010735","2016 RVC 3131-2","25 48.959","-80 05.404"
"33010736","2016 RVC 3132-1","25 48.474","-80 05.366"
"33010737","2016 RVC 3132-2","25 48.501","-80 05.366"
"33010738","2016 RVC 3148-1","25 53.620","-80 05.328"
"33010739","2016 RVC 3148-2","25 53.650","-80 05.317"
"33010740","2016 RVC 3149-1","25 52.066","-80 05.264"
"33010741","2016 RVC 3149-2","25 52.045","-80 05.242"
"33010742","2016 RVC 3150-1","25 47.308","-80 05.287"
"33010743","2016 RVC 3150-2","25 47.284","-80 05.283"
"33010744","2016 RVC 3151-1","25 46.791","-80 05.335"
"33010745","2016 RVC 3151-2","25 46.821","-80 05.350"
"53020085","Shelf near Couples Swept Away Resort","18 18.693","-78 20.346"
"53020086","White Sands (Negril)",NULL,NULL
"53010033","Culloden Reef near Whitehouse","18 05.656","-77 58.549"
"53010034","Dutch Reef Shallow near Whitehouse",NULL,NULL
"53010035","Shallow Maze near Whitehouse",NULL,NULL
"53010036","Cottage Reef Shallow near Whitehouse",NULL,NULL
"55050038","Grouper Alley",NULL,NULL
"55050039","Canyons",NULL,NULL
"55050040","The End",NULL,NULL
"21010308","Dupont Bridge Span 3","29 58.518","-85 50.499"
"64030094","Monte Bay","18 19.207","-64 46.391"
"64030095","Rendezvous Bay","18 18.947","-64 46.018"
"41020104","Eden Banks","26 29.322","-78 39.074"
"41020105","Karen's Folly","26 30.492","-78 36.883"
"41020106","Porkfish Alley","26 29.819","-78 37.662"
"41020107","Angelfish Camp","26 30.297","-78 36.842"
"51030150","Maria La Gorda Resort Shore Snorkel","21 49.241","-84 29.734"
"41020108","Malibu Reef","26 29.362","-78 38.925"
"55030096","Snake Point","17 26.313","-87 54.746"
"55030097","Nelson's Turnover","17 24.751","-87 48.575"
"55030098","Wishbone","17 25.011","-87 48.570"
"34100516","NOAA Site-Stn 25581","24 43.709","-82 46.642"
"34100517","NOAA Site-Stn 21541","24 42.514","-82 46.554"
"34100518","NOAA Site-Stn 25851","24 41.933","-82 46.997"
"34100519","NOAA Site-Stn 22461","24 39.663","-82 47.124"
"34100520","NOAA Site-Stn 23431","24 42.228","-83 01.893"
"34100521","NOAA Site-Stn 23451","24 42.337","-83 02.624"
"34100522","NOAA Site-Stn 23401","24 41.510","-83 03.667"
"34100523","NOAA Site-Stn 22771","24 40.660","-83 04.844"
"34100524","NOAA Site-Stn 22721","24 37.239","-83 06.077"
"34100525","NOAA Site-Stn 22691","24 38.761","-83 06.178"
"34100526","NOAA Site-Stn 23061","24 40.397","-83 04.790"
"34100527","NOAA Site-Stn 22641","24 39.770","-83 04.563"
"34100528","NOAA Site-Stn 26791","24 36.794","-83 02.261"
"34100529","NOAA Site-Stn 23661","24 38.476","-83 01.281"
"34100530","NOAA Site-Stn 23361","24 39.662","-83 00.851"
"34100531","Steve's Reef","24 39.161","-83 02.003"
"34100532","Chernobyl","24 39.427","-82 56.748"
"34100533","NOAA Site-Stn 21091","24 41.701","-82 55.847"
"34100534","NOAA Site-Stn 21391","24 38.529","-82 47.417"
"34100535","NOAA Site-Stn 21921","24 38.356","-82 48.877"
"34100536","NOAA Site-Stn 21911","24 38.373","-82 50.460"
"34100537","NOAA Site-Stn 21771","24 37.613","-82 49.566"
"34100538","NOAA Site-Stn 21331","24 41.239","-82 53.008"
"34100539","NOAA Site-Stn 21101","24 42.972","-82 53.681"
"34100540","NOAA Site-Stn 22131","24 36.395","-82 58.846"
"34100541","NOAA Site-Stn 22391","24 34.546","-82 58.544"
"34100542","NOAA Site-Stn 22431","24 35.721","-82 57.720"
"34100543","NOAA Site-Stn 22511","24 36.466","-82 56.664"
"34090121","NOAA Site-Stn 20021","24 28.515","-82 09.377"
"34090122","NOAA Site-Stn 20461","24 26.720","-82 02.852"
"21010309","MB-177 Michael Golden Memorial","29 56.021","-85 29.311"
"21010310","MB-178 Sharyn Joy Kerns Memorial","29 55.458","-85 32.683"
"21010311","MB-179 Hotop Memorial","29 54.554","-85 32.372"
"21010312","MB-180 James Swiger Memorial","29 54.912","-85 35.940"
"21010313","MB_181 Alexander Barrow Memorial","29 54.909","-85 36.111"
"21010314","MB-182 Unnamed","29 47.014","-85 41.957"
"21010315","MB-183 Unnamed Reef","29 46.863","-85 42.506"
"21010316","MB-184 Unnamed Reef","29 46.862","-85 41.791"
"21010317","MB-185 Unnamed Reef","29 46.605","-85 41.687"
"21010318","MB-186 Unnamed Reef","29 54.809","-85 32.859"
"21010319","MB-187 Unnamed Reef","29 44.937","-85 42.413"
"21010320","MB-188 Unnamed Reef","29 44.275","-85 42.418"
"21010321","MB-189 Unnamed Reef","29 43.488","-85 40.747"
"21010322","MB-190 Unnamed Reef","29 43.818","-85 40.946"
"34040071","Tennessee Reef Inshore Snorkel","24 48.845","-80 45.401"
"33010746","Miami Beach 5th St. Snorkel","25 46.480","-80 07.717"
"34040169","Angela","24 54.193","-80 31.712"
"53040055","Jewel Runaway Bay Beach","18 27.913","-77 19.715"
"57020176","Jonesville",NULL,NULL
"34080136","NOAA Site-Stn 13602","24 28.870","-82 00.656"
"34080137","NOAA Site-Stn 13582","24 27.926","-81 59.363"
"34080138","NOAA Site-Stn 13572","24 27.850","-81 59.215"
"34080139","NOAA Site-Stn 13592","24 28.204","-81 58.273"
"34080140","NOAA Site-Stn 14242","24 26.804","-81 58.300"
