"","PRIMARY_SAMPLE_UNIT","YEAR","MONTH","DAY","STATION_NR","LAT_DEGREES","LON_DEGREES","DEPTH","UNDERWATER_VISIBILITY","MAPGRID_NR","HABITAT_CD","SUBREGION_NR","SPECIES_NR","SPECIES_CD","LEN","NUM","TIME_SEEN","MPA_NR","PROT","STRAT","REGION","ZONE_NR","DEPTH_CLASS","RUGOSITY_CLASS","NUM2"
"1441458","3270U",2018,8,14,1,26.56731,-80.02409,28.4,16.5,906880,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,0
"1442315","3272U",2018,9,5,1,25.77185,-80.08765,17.9,7.5,2063294,"LIRO",13,123,"LAC MAXI",18,1,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,1
"1442357","3272U",2018,9,5,1,25.77185,-80.08765,17.9,7.5,2063294,"LIRO",13,123,"LAC MAXI",17,1,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,1
"1442383","3272U",2018,9,5,1,25.77185,-80.08765,17.9,7.5,2063294,"LIRO",13,123,"LAC MAXI",19,0.5,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,1
"1442394","3272U",2018,9,5,1,25.77185,-80.08765,17.9,7.5,2063294,"LIRO",13,123,"LAC MAXI",21,1,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,1
"1442421","3272U",2018,9,5,2,25.77158,-80.08817,16.2,8.5,2063293,"LIRO",13,123,"LAC MAXI",16,1,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,1
"1442422","3272U",2018,9,5,2,25.77158,-80.08817,16.2,8.5,2063293,"LIRO",13,123,"LAC MAXI",20,1,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,1
"1442433","3272U",2018,9,5,1,25.77185,-80.08765,17.9,7.5,2063294,"LIRO",13,123,"LAC MAXI",20,0.5,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,1
"1443433","3273U",2018,11,13,1,26.15998,-80.09207,6.6,8,1499119,"RGSH",13,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"1443473","3273U",2018,11,13,2,26.16043,-80.092,5.4,8.5,1498463,"RGSH",13,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"1444495","3274U",2018,11,29,1,25.9777,-80.09112,19.5,9.5,1764148,"APRD",13,123,"LAC MAXI",28,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1444537","3274U",2018,11,29,1,25.9777,-80.09112,19.5,9.5,1764148,"APRD",13,123,"LAC MAXI",25,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1444549","3274U",2018,11,29,2,25.97814,-80.09129,19.4,9,1763492,"APRD",13,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"1444580","3274U",2018,11,29,1,25.9777,-80.09112,19.5,9.5,1764148,"APRD",13,123,"LAC MAXI",30,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1445555","3276U",2018,11,13,1,26.17302,-80.08172,12.8,15,1480116,"LIRM",13,123,"LAC MAXI",16,0.5,2,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1445564","3276U",2018,11,13,2,26.17283,-80.0815,13.4,15,1480772,"LIRM",13,123,"LAC MAXI",18,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1445565","3276U",2018,11,13,1,26.17302,-80.08172,12.8,15,1480116,"LIRM",13,123,"LAC MAXI",35,0.5,1,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1445588","3276U",2018,11,13,2,26.17283,-80.0815,13.4,15,1480772,"LIRM",13,123,"LAC MAXI",22,0.5,2,0,0,"MIDR0","SEFCRI",NA,NA,NA,1
"1446716","3277U",2018,7,23,2,25.97725,-80.09075,18.2,13.5,1764805,"APRD",13,123,"LAC MAXI",35,0,3,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"1446721","3277U",2018,7,23,2,25.97725,-80.09075,18.2,13.5,1764805,"APRD",13,123,"LAC MAXI",18,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1446725","3277U",2018,7,23,2,25.97725,-80.09075,18.2,13.5,1764805,"APRD",13,123,"LAC MAXI",15,0,3,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"1446778","3277U",2018,7,23,1,25.97675,-80.09085,18.5,12.5,1765461,"APRD",13,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"1446933","3277U",2018,7,23,2,25.97725,-80.09075,18.2,13.5,1764805,"APRD",13,123,"LAC MAXI",30,0,3,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"1447778","3278U",2018,9,5,2,25.77043,-80.08763,18.2,7.5,2065262,"APRD",13,123,"LAC MAXI",25,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1447779","3278U",2018,9,5,1,25.76993,-80.08767,17.7,7.5,2065918,"APRD",13,123,"LAC MAXI",24,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1447781","3278U",2018,9,5,2,25.77043,-80.08763,18.2,7.5,2065262,"APRD",13,123,"LAC MAXI",18,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1447812","3278U",2018,9,5,1,25.76993,-80.08767,17.7,7.5,2065918,"APRD",13,123,"LAC MAXI",26,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1447819","3278U",2018,9,5,2,25.77043,-80.08763,18.2,7.5,2065262,"APRD",13,123,"LAC MAXI",19,0.5,2,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1447860","3278U",2018,9,5,1,25.76993,-80.08767,17.7,7.5,2065918,"APRD",13,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"1447878","3278U",2018,9,5,1,25.76993,-80.08767,17.7,7.5,2065918,"APRD",13,123,"LAC MAXI",28,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1448861","3279U",2018,7,23,1,25.97522,-80.09008,18.3,8.5,1767430,"APRD",13,123,"LAC MAXI",19,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1448867","3279U",2018,7,23,1,25.97522,-80.09008,18.3,8.5,1767430,"APRD",13,123,"LAC MAXI",21,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1448957","3279U",2018,7,23,1,25.97522,-80.09008,18.3,8.5,1767430,"APRD",13,123,"LAC MAXI",23,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1449167","3279U",2018,7,23,1,25.97522,-80.09008,18.3,8.5,1767430,"APRD",13,123,"LAC MAXI",26,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1449209","3279U",2018,7,23,1,25.97522,-80.09008,18.3,8.5,1767430,"APRD",13,123,"LAC MAXI",25,2.75,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,3
"1449272","3279U",2018,7,23,1,25.97522,-80.09008,18.3,8.5,1767430,"APRD",13,123,"LAC MAXI",30,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1449291","3279U",2018,7,23,1,25.97522,-80.09008,18.3,8.5,1767430,"APRD",13,123,"LAC MAXI",27,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1449355","3279U",2018,7,23,1,25.97522,-80.09008,18.3,8.5,1767430,"APRD",13,123,"LAC MAXI",32,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1449371","3279U",2018,7,23,1,25.97522,-80.09008,18.3,8.5,1767430,"APRD",13,123,"LAC MAXI",24,0.625,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1449396","3279U",2018,7,23,2,25.9756,-80.0903,18.6,8.5,1767430,"APRD",13,123,"LAC MAXI",24,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1449414","3279U",2018,7,23,1,25.97522,-80.09008,18.3,8.5,1767430,"APRD",13,123,"LAC MAXI",28.5,0.625,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1449518","3279U",2018,7,23,2,25.9756,-80.0903,18.6,8.5,1767430,"APRD",13,123,"LAC MAXI",25,1,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1449763","3279U",2018,7,23,2,25.9756,-80.0903,18.6,8.5,1767430,"APRD",13,123,"LAC MAXI",29,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1449872","3279U",2018,7,23,2,25.9756,-80.0903,18.6,8.5,1767430,"APRD",13,123,"LAC MAXI",26,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1449889","3279U",2018,7,23,2,25.9756,-80.0903,18.6,8.5,1767430,"APRD",13,123,"LAC MAXI",30,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1449911","3279U",2018,7,23,2,25.9756,-80.0903,18.6,8.5,1767430,"APRD",13,123,"LAC MAXI",31,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1450016","3279U",2018,7,23,2,25.9756,-80.0903,18.6,8.5,1767430,"APRD",13,123,"LAC MAXI",32,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1450992","3280U",2018,8,14,1,26.56242,-80.0276,18.3,16.5,914090,"APRD",15,123,"LAC MAXI",30,1,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1451074","3280U",2018,8,14,1,26.56242,-80.0276,18.3,16.5,914090,"APRD",15,123,"LAC MAXI",29,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1451097","3280U",2018,8,14,2,26.56278,-80.02767,18,16,913433,"APRD",15,123,"LAC MAXI",27,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1451106","3280U",2018,8,14,2,26.56278,-80.02767,18,16,913433,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"1451130","3280U",2018,8,14,1,26.56242,-80.0276,18.3,16.5,914090,"APRD",15,123,"LAC MAXI",33,1,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1452084","3281U",2018,8,14,2,26.55802,-80.02801,19.7,16,919993,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"1452141","3281U",2018,8,14,1,26.55786,-80.02839,18.8,16.5,920648,"APRD",15,123,"LAC MAXI",27,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1452178","3281U",2018,8,14,1,26.55786,-80.02839,18.8,16.5,920648,"APRD",15,123,"LAC MAXI",26,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1453190","3282U",2018,8,16,2,26.65618,-80.0204,18.2,11.5,777654,"PTCH",15,123,"LAC MAXI",29,0.5,2,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1453204","3282U",2018,8,16,1,26.65595,-80.02041,17.6,11.5,777654,"PTCH",15,123,"LAC MAXI",26,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1453218","3282U",2018,8,16,1,26.65595,-80.02041,17.6,11.5,777654,"PTCH",15,123,"LAC MAXI",35,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1453269","3282U",2018,8,16,2,26.65618,-80.0204,18.2,11.5,777654,"PTCH",15,123,"LAC MAXI",32,0.5,2,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1453306","3282U",2018,8,16,2,26.65618,-80.0204,18.2,11.5,777654,"PTCH",15,123,"LAC MAXI",26,1,2,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1454285","3283U",2018,8,14,2,26.57015,-80.02612,17.7,16,902940,"RGDP",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"1454325","3283U",2018,8,14,1,26.56985,-80.02622,17.7,15,902940,"RGDP",15,123,"LAC MAXI",24,0.5,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1454390","3283U",2018,8,14,2,26.57015,-80.02612,17.7,16,902940,"RGDP",15,123,"LAC MAXI",21,0.5,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1454429","3283U",2018,8,14,1,26.56985,-80.02622,17.7,15,902940,"RGDP",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"1455471","3284U",2018,8,14,2,26.56534,-80.02802,15.8,11.5,909497,"APRD",15,123,"LAC MAXI",37,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1455545","3284U",2018,8,14,2,26.56534,-80.02802,15.8,11.5,909497,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"1455562","3284U",2018,8,14,1,26.56501,-80.02785,15.7,9.5,910153,"APRD",15,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"1456551","3285U",2018,8,17,2,26.7236,-80.01908,20.3,9,679912,"PTCH",16,123,"LAC MAXI",0,0,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,0
"1456552","3285U",2018,8,17,1,26.72333,-80.01918,20.3,10,679912,"PTCH",16,123,"LAC MAXI",0,0,1,0,0,"PTDP0","SEFCRI",NA,NA,NA,0
"1457387","3287U",2018,8,15,2,26.96177,-80.05407,17,6.5,333470,"PTCH",16,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"1457426","3287U",2018,8,15,1,26.96147,-80.05405,16,6.5,334126,"PTCH",16,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"1458216","3288U",2018,7,16,2,26.961,-80.0538,16.2,10,334783,"PTCH",16,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"1458411","3288U",2018,7,16,1,26.95985,-80.05368,16.7,12,336751,"PTCH",16,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"1459547","3290U",2018,8,20,1,27.05035,-80.0293,23.8,5.5,204942,"RGDP",17,123,"LAC MAXI",22,0.5,2,0,0,"RGDP0","SEFCRI",NA,NA,NA,1
"1459550","3290U",2018,8,20,1,27.05035,-80.0293,23.8,5.5,204942,"RGDP",17,123,"LAC MAXI",35,0.5,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,1
"1459593","3290U",2018,8,20,2,27.05063,-80.02935,24.4,5,204286,"RGDP",17,123,"LAC MAXI",29,0.5,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,1
"1459646","3290U",2018,8,20,2,27.05063,-80.02935,24.4,5,204286,"RGDP",17,123,"LAC MAXI",40,0.5,2,0,0,"RGDP0","SEFCRI",NA,NA,NA,1
"1460637","3291U",2018,8,15,2,27.03043,-80.0292,23,8.5,233806,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"1460652","3291U",2018,8,15,1,27.03018,-80.02922,22.7,8.5,234462,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"1461258","3292U",2018,8,6,1,27.03253,-80.04148,19.2,9,231158,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"1462228","3293U",2018,7,30,1,27.10598,-80.0503,17.1,12,124211,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"1462300","3293U",2018,7,30,2,27.1062,-80.05035,17.4,12.5,123555,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"1463214","3296U",2018,7,20,2,27.12113,-80.03777,22.3,7.5,101932,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"1463236","3296U",2018,7,20,1,27.12075,-80.03782,22,12.5,102588,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"1464241","3297U",2018,8,20,1,27.05868,-80.04308,22.3,6,193106,"RGDP",17,123,"LAC MAXI",25,0.5,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,1
"1464294","3297U",2018,8,20,1,27.05868,-80.04308,22.3,6,193106,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"1464321","3297U",2018,8,20,2,27.05888,-80.04312,23.2,6,192450,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"1465250","3298U",2018,7,20,1,27.18912,-80.0429,23.8,10,3521,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"1465368","3298U",2018,7,20,2,27.18978,-80.04268,23.7,10,2865,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"1466259","3300U",2018,7,17,2,27.0946,-80.0367,23.1,9,140638,"RGDP",17,123,"LAC MAXI",45,0.5,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,1
"1466297","3300U",2018,7,17,2,27.0946,-80.0367,23.1,9,140638,"RGDP",17,123,"LAC MAXI",38,0.5,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,1
"1466378","3300U",2018,7,17,2,27.0946,-80.0367,23.1,9,140638,"RGDP",17,123,"LAC MAXI",18,0.5,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,1
"1466393","3300U",2018,7,17,1,27.09462,-80.03287,22.8,6,140646,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"1466949","3509U",2018,8,7,1,26.97965,-80.0075,25.6,11.5,307322,"DPRC",17,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"1466989","3509U",2018,8,7,2,26.98005,-80.0075,26.1,12,306666,"DPRC",17,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"1467675","3512U",2018,8,8,2,26.89616,-80.02934,22.5,15,428640,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"1467918","3512U",2018,8,8,1,26.89557,-80.02909,22.6,15,429953,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"1468489","3524U",2018,8,10,2,26.91853,-80.00059,28.9,18.5,395897,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"1468731","3524U",2018,8,10,1,26.91824,-80.0006,28.4,18.5,396553,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC0","SEFCRI",NA,NA,NA,0
"1469699","3545U",2018,8,17,1,26.74358,-80.01288,25.3,9,650404,"DPRC",16,123,"LAC MAXI",0,0,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,0
"1469786","3545U",2018,8,17,2,26.74399,-80.01291,25.8,7.5,649748,"DPRC",16,123,"LAC MAXI",47,0.5,1,0,0,"DPRC1","SEFCRI",NA,NA,NA,1
"1469868","3545U",2018,8,17,2,26.74399,-80.01291,25.8,7.5,649748,"DPRC",16,123,"LAC MAXI",43,0.5,2,0,0,"DPRC1","SEFCRI",NA,NA,NA,1
"1470699","3645U",2018,11,29,1,25.96145,-80.1054,10.1,9,1787736,"CPSH",13,123,"LAC MAXI",18,0.5,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,1
"1470771","3645U",2018,11,29,1,25.96145,-80.1054,10.1,9,1787736,"CPSH",13,123,"LAC MAXI",24,0.5,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,1
"1470797","3645U",2018,11,29,1,25.96145,-80.1054,10.1,9,1787736,"CPSH",13,123,"LAC MAXI",13,0.5,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,1
"1470827","3645U",2018,11,29,1,25.96145,-80.1054,10.1,9,1787736,"CPSH",13,123,"LAC MAXI",31,0.5,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,1
"1471413","3645U",2018,11,29,2,25.96106,-80.10537,9.8,8.5,1788392,"CPSH",13,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"1471938","3647U",2018,11,29,2,25.95549,-80.11131,6.3,8,1796252,"CPSH",13,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"1471979","3647U",2018,11,29,1,25.95539,-80.11162,6.1,8,1796907,"CPSH",13,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"1472728","3662U",2018,8,17,1,26.70441,-80.02985,3.6,5.5,707443,"RGSH",15,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"1473196","3662U",2018,8,17,2,26.70433,-80.02989,3.4,5,707443,"RGSH",15,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"1474018","3664U",2018,8,17,1,26.7027,-80.03008,3.2,10,710066,"RGSH",15,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"1474127","3664U",2018,8,17,2,26.7028,-80.03026,3,9.5,710066,"RGSH",15,123,"LAC MAXI",0,0,1,0,0,"NEAR0","SEFCRI",NA,NA,NA,0
"1474837","3693U",2018,11,8,1,25.80889,-80.08898,17,11,2009499,"LIRO",13,123,"LAC MAXI",19,0.5,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1474861","3693U",2018,11,8,1,25.80889,-80.08898,17,11,2009499,"LIRO",13,123,"LAC MAXI",14,0.5,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1475741","3693U",2018,11,8,1,25.80889,-80.08898,17,11,2009499,"LIRO",13,123,"LAC MAXI",20,0.5,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1475752","3693U",2018,11,8,2,25.80914,-80.08841,17.4,11,2008844,"LIRO",13,123,"LAC MAXI",17,0,3,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"1475780","3693U",2018,11,8,2,25.80914,-80.08841,17.4,11,2008844,"LIRO",13,123,"LAC MAXI",13,0.5,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1476242","3715H",2018,8,13,2,26.48141,-80.04174,22.3,8,1031487,"LIRO",15,123,"LAC MAXI",0,0,1,0,0,"OFFR0","SEFCRI",NA,NA,NA,0
"1476688","3715U",2018,8,13,1,26.48117,-80.04182,17.9,9,1032143,"LIRO",15,123,"LAC MAXI",29,0.5,2,0,0,"OFFR1","SEFCRI",NA,NA,NA,1
"1477010","3715U",2018,8,13,1,26.48117,-80.04182,17.9,9,1032143,"LIRO",15,123,"LAC MAXI",0,0,1,0,0,"OFFR1","SEFCRI",NA,NA,NA,0
"1477788","3779U",2018,11,15,1,25.7687,-80.08824,16.3,8.5,2067885,"APRD",13,123,"LAC MAXI",28,0.5,2,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1477800","3779U",2018,11,15,2,25.7687,-80.08829,16.2,8.5,2067885,"APRD",13,123,"LAC MAXI",15,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1477828","3779U",2018,11,15,2,25.7687,-80.08829,16.2,8.5,2067885,"APRD",13,123,"LAC MAXI",10,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1477840","3779U",2018,11,15,2,25.7687,-80.08829,16.2,8.5,2067885,"APRD",13,123,"LAC MAXI",13,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1477852","3779U",2018,11,15,2,25.7687,-80.08829,16.2,8.5,2067885,"APRD",13,123,"LAC MAXI",32,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1477866","3779U",2018,11,15,2,25.7687,-80.08829,16.2,8.5,2067885,"APRD",13,123,"LAC MAXI",26,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1477868","3779U",2018,11,15,2,25.7687,-80.08829,16.2,8.5,2067885,"APRD",13,123,"LAC MAXI",12,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1477880","3779U",2018,11,15,2,25.7687,-80.08829,16.2,8.5,2067885,"APRD",13,123,"LAC MAXI",18,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1477894","3779U",2018,11,15,2,25.7687,-80.08829,16.2,8.5,2067885,"APRD",13,123,"LAC MAXI",17,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1477910","3779U",2018,11,15,1,25.7687,-80.08824,16.3,8.5,2067885,"APRD",13,123,"LAC MAXI",26,0.5,2,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1477950","3779U",2018,11,15,1,25.7687,-80.08824,16.3,8.5,2067885,"APRD",13,123,"LAC MAXI",16,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1477973","3779U",2018,11,15,2,25.7687,-80.08829,16.2,8.5,2067885,"APRD",13,123,"LAC MAXI",16,0.5,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,1
"1478717","3787U",2018,8,15,1,26.95963,-80.05355,16.5,5.5,336751,"PTCH",16,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"1478893","3787U",2018,8,15,2,26.95985,-80.05358,15.5,6,336751,"PTCH",16,123,"LAC MAXI",0,0,1,0,0,"PTSH2","SEFCRI",NA,NA,NA,0
"1479849","3790U",2018,8,20,1,27.04553,-80.0309,21.3,5.5,212155,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"1479931","3790U",2018,8,20,2,27.04568,-80.0309,21,5,211499,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"1480821","3795U",2018,8,20,2,27.0743,-80.03113,22.1,6,170170,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"1481024","3795U",2018,8,20,1,27.07375,-80.03117,22.1,6,170826,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"1481635","3797U",2018,8,7,2,27.01048,-80.06798,15.5,8.5,263250,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"1482323","3797U",2018,8,7,1,27.01018,-80.06807,15.5,9,263250,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"1482811","3798U",2018,8,7,1,27.0071,-80.06877,13,7.5,267840,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"1482850","3798U",2018,8,7,2,27.00755,-80.06895,13.4,7.5,267184,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP0","SEFCRI",NA,NA,NA,0
"1483825","3799U",2018,8,15,2,27.03217,-80.02952,23.2,7.5,231182,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"1483867","3799U",2018,8,15,1,27.03173,-80.02933,22.7,7.5,231838,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
"1484717","3800U",2018,8,6,2,27.05417,-80.03322,21.3,8,199030,"RGDP",17,123,"LAC MAXI",0,0,1,0,0,"RGDP1","SEFCRI",NA,NA,NA,0
