"","formid","speciesid","abundance","X","id","fish_memberid","region","site","familyid","timecode","site4","site1","comments","batch","memberid","exp","type","geogr","geogr4","geogr1","latitude","longitude","date","stemp","btemp","btime","start","visibility","averagedepth","maxdepth","current","habitat","year","month","day","occ","exp_binary","abundance2","abund_trans","site_dmy","habitat2"
"6242765",5105086,130,2,"8445663",8449516,61454,"TWA",34030149,38,12,3403,3,"NULL","twa_web110215.dat",61454,"N",1,34030149,3403,3,0,0,"2015-10-30",83,82,46,12,3,"5","NULL",2,2,2015,10,30,1,0,3,2,"baseline","highreef"
"6242848",5105111,130,2,"8445749",8449602,12885,"TWA",34030008,38,11,3403,3,"NULL","twa_web110215.dat",12885,"N",1,34030008,3403,3,0,0,"2015-09-07",0,88,62,11,3,"5","NULL",3,2,2015,9,7,1,0,3,2,"baseline","highreef"
"6243781",5105112,130,2,"8446727",8450580,12885,"TWA",34030011,38,9,3403,3,"NULL","twa_web110215.dat",12885,"N",1,34030011,3403,3,0,0,"2015-09-07",0,88,63,9,2,"5","NULL",2,10,2015,9,7,1,0,3,2,"34030011792015","artificial"
"9164",5105141,130,0,"8444850",8448703,55896,"TWA",34030073,54,10,3403,3,"NULL","twa_web110215.dat",55896,"N",1,34030073,3403,3,0,0,"2015-10-22",82,82,45,10,3,"8","NULL",2,6,2015,10,22,0,0,1,0,"baseline","dropoff"
"6247903",5105185,130,2,"8451773",8455626,48357,"TWA",34030011,38,14,3403,3,"NULL","twa_web111715.dat",48357,"N",1,34030011,3403,3,0,0,"2015-11-03",80,80,49,14,3,"5","NULL",3,10,2015,11,3,1,0,3,2,"baseline","artificial"
"6246288",5105335,130,1,"8449752",8453605,7997,"TWA",33010059,38,14,3301,3,"NULL","twa_web111715.dat",7997,"E",1,33010059,3301,3,0,0,"2015-11-04",0,85,76,14,2,"3","NULL",3,9,2015,11,4,1,1,2,1,"baseline","mixed"
"6250049",5105407,130,1,"8454475",8458328,12885,"TWA",34030185,38,9,3403,3,"NULL","twa_web111715.dat",12885,"N",1,34030185,3403,3,0,0,"2015-09-26",0,86,63,9,3,"4","NULL",3,2,2015,9,26,1,0,2,1,"340301852692015","highreef"
"6251577",5105408,130,2,"8456360",8460213,12885,"TWA",34030043,38,11,3403,3,"NULL","twa_web111715.dat",12885,"N",1,34030043,3403,3,0,0,"2015-09-26",0,86,63,11,4,"5","NULL",3,6,2015,9,26,1,0,3,2,"340300432692015","dropoff"
"6251491",5105414,130,1,"8456253",8460106,9039,"TWA",34030071,38,9,3403,3,"NULL","twa_web111715.dat",9039,"N",1,34030071,3403,3,0,0,"2015-09-25",0,84,65,9,4,"5","NULL",3,3,2015,9,25,1,0,2,1,"340300712592015","lowreef"
"6250224",5105425,130,2,"8454686",8458539,12885,"TWA",34030009,38,11,3403,3,"NULL","twa_web111715.dat",12885,"N",1,34030009,3403,3,0,0,"2015-10-31",0,83,63,11,4,"5","NULL",3,1,2015,10,31,1,0,3,2,"3403000931102015","mixed"
"6248748",5105427,130,1,"8452837",8456690,12885,"TWA",34030176,38,9,3403,3,"NULL","twa_web111715.dat",12885,"N",1,34030176,3403,3,0,0,"2015-10-31",0,82,60,9,4,"4","NULL",3,2,2015,10,31,1,0,2,1,"baseline","highreef"
"9165",5105509,130,0,"8447423",8451276,9039,"TWA",34030071,62,9,3403,3,"NULL","twa_web111715.dat",9039,"N",1,34030071,3403,3,0,0,"2015-09-26",0,83,75,9,4,"5","NULL",3,3,2015,9,26,0,0,1,0,"340300712692015","lowreef"
"6248459",5105571,130,2,"8452475",8456328,54830,"TWA",34030038,38,14,3403,3,"NULL","twa_web111715.dat",54830,"N",1,34030038,3403,3,0,0,"2015-07-19",82,82,39,14,4,"10","NULL",2,10,2015,7,19,1,0,3,2,"340300381972015","artificial"
"9166",5105573,130,0,"8447404",8451257,54830,"TWA",34030038,1,16,3403,3,"NULL","twa_web111715.dat",54830,"N",1,34030038,3403,3,0,0,"2015-07-19",82,82,26,16,3,"10","NULL",3,10,2015,7,19,0,0,1,0,"340300381972015","artificial"
"9167",5105574,130,0,"8447590",8451443,54830,"TWA",34030053,41,18,3403,3,"NULL","twa_web111715.dat",54830,"N",1,34030053,3403,3,0,0,"2015-07-27",0,0,45,18,1,"1","NULL",3,7,2015,7,27,0,0,1,0,"340300532772015","mixed"
"6248559",5105575,130,2,"8452597",8456450,54830,"TWA",34030053,38,19,3403,3,"NULL","twa_web111715.dat",54830,"N",1,34030053,3403,3,0,0,"2015-07-27",0,0,30,19,1,"1","NULL",3,7,2015,7,27,1,0,3,2,"340300532772015","mixed"
"6247342",5105589,130,2,"8451083",8454936,48357,"TWA",34030014,38,14,3403,3,"NULL","twa_web111715.dat",48357,"N",1,34030014,3403,3,0,0,"2015-11-10",80,78,52,14,3,"4","NULL",2,10,2015,11,10,1,0,3,2,"baseline","artificial"
"6248901",5105597,130,2,"8453042",8456895,2948,"TWA",34030035,38,10,3403,3,"NULL","twa_web111715.dat",2948,"E",1,34030035,3403,3,0,0,"2015-09-25",82,82,62,10,3,"4","NULL",2,2,2015,9,25,1,1,3,2,"340300352592015","highreef"
"6249354",5105598,130,2,"8453611",8457464,2948,"TWA",34030003,38,11,3403,3,"NULL","twa_web111715.dat",2948,"E",1,34030003,3403,3,0,0,"2015-09-25",82,82,62,11,3,"4","NULL",2,2,2015,9,25,1,1,3,2,"340300032592015","highreef"
"6246176",5105631,130,2,"8449609",8453462,29316,"TWA",34030009,38,11,3403,3,"NULL","twa_web111715.dat",29316,"N",1,34030009,3403,3,0,0,"2015-10-31",83,83,63,11,4,"5","NULL",2,2,2015,10,31,1,0,3,2,"3403000931102015","highreef"
"6250050",5105632,130,2,"8454476",8458329,29316,"TWA",34030009,38,10,3403,3,"NULL","twa_web111715.dat",29316,"N",1,34030009,3403,3,0,0,"2015-10-31",83,83,64,10,4,"5","NULL",2,2,2015,10,31,1,0,3,2,"3403000931102015","highreef"
"6248115",5105634,130,3,"8452052",8455905,29316,"TWA",34030009,38,10,3403,3,"NULL","twa_web111715.dat",29316,"N",1,34030009,3403,3,0,0,"2015-11-08",83,83,61,10,4,"5","NULL",2,2,2015,11,8,1,0,4,11,"baseline","highreef"
"6251607",5105635,130,2,"8456400",8460253,29316,"TWA",34030149,38,11,3403,3,"NULL","twa_web111715.dat",29316,"N",1,34030149,3403,3,0,0,"2015-11-08",82,82,60,11,3,"5","NULL",3,2,2015,11,8,1,0,3,2,"baseline","highreef"
"6249216",5105652,130,1,"8453443",8457296,61454,"TWA",33010236,38,9,3301,3,"NULL","twa_web111715.dat",61454,"N",1,33010236,3301,3,0,0,"2015-11-13",81,83,47,9,4,"5","NULL",3,1,2015,11,13,1,0,2,1,"baseline","mixed"
"6245653",5105653,130,1,"8448958",8452811,61454,"TWA",34030182,38,10,3403,3,"NULL","twa_web111715.dat",61454,"N",1,34030182,3403,3,0,0,"2015-11-13",81,83,39,10,4,"5","NULL",2,1,2015,11,13,1,0,2,1,"baseline","mixed"
"9168",5105736,130,0,"8447531",8451384,41997,"TWA",33010059,60,9,3301,3,"NULL","twa_web111715.dat",41997,"E",1,33010059,3301,3,0,0,"2015-11-14",82,82,71,9,2,"2","NULL",2,8,2015,11,14,0,1,1,0,"baseline","mixed"
"9169",5105740,130,0,"8447684",8451537,9039,"TWA",34040001,54,11,3404,3,"NULL","twa_web111715.dat",9039,"N",1,34040001,3404,3,0,0,"2015-09-26",0,83,60,11,4,"5","NULL",3,1,2015,9,26,0,0,1,0,"340400012692015","mixed"
"6254605",5105818,130,2,"8465334",8469187,58359,"TWA",34040020,38,11,3404,3,"NULL","twa_web113015.dat",58359,"E",1,34040020,3404,3,0,0,"2015-10-18",86,82,38,11,3,"5","NULL",2,3,2015,10,18,1,1,3,2,"baseline","lowreef"
"6253016",5106142,130,1,"8463413",8467266,2948,"TWA",34030009,38,10,3403,3,"NULL","twa_web113015.dat",2948,"E",1,34030009,3403,3,0,0,"2015-11-28",79,79,61,10,3,"4","NULL",2,2,2015,11,28,1,1,2,1,"baseline","highreef"
"6256473",5106159,130,1,"8468824",8472707,2948,"TWA",34030009,38,10,3403,3,"NULL","twa_web120915.dat",2948,"E",1,34030009,3403,3,0,0,"2015-11-30",79,79,61,10,5,"4","NULL",2,2,2015,11,30,1,1,2,1,"3403000930112015","highreef"
"6255869",5106160,130,1,"8467988",8471871,2948,"TWA",34030009,38,12,3403,3,"NULL","twa_web120915.dat",2948,"E",1,34030009,3403,3,0,0,"2015-11-30",79,79,61,12,5,"4","NULL",2,2,2015,11,30,1,1,2,1,"3403000930112015","highreef"
"6255998",5106214,130,2,"8468166",8472049,48357,"TWA",34030009,38,14,3403,3,"NULL","twa_web120915.dat",48357,"N",1,34030009,3403,3,0,0,"2015-12-02",77,79,48,14,3,"5","NULL",2,1,2015,12,2,1,0,3,2,"baseline","mixed"
"9170",5106223,130,0,"8466447",8470330,45695,"TWA",34030009,37,11,3403,3,"NULL","twa_web120915.dat",45695,"N",1,34030009,3403,3,0,0,"2015-09-27",83,83,59,11,2,"4","NULL",2,1,2015,9,27,0,0,1,0,"340300092792015","mixed"
"9171",5106275,130,0,"8466365",8470248,32726,"TWA",34040004,53,13,3404,3,"NULL","twa_web120915.dat",32726,"N",1,34040004,3404,3,0,0,"2015-12-03",78,78,45,13,3,"3","NULL",3,3,2015,12,3,0,0,1,0,"baseline","lowreef"
"6256950",5106485,130,2,"8469365",8473248,61454,"TWA",34030176,38,14,3403,3,"NULL","twa_web121415.dat",61454,"N",1,34030176,3403,3,0,0,"2015-12-10",76,77,49,14,3,"4","NULL",2,1,2015,12,10,1,0,3,2,"baseline","mixed"
"6256784",5106486,130,1,"8469199",8473082,61454,"TWA",33010236,38,15,3301,3,"NULL","twa_web121415.dat",61454,"N",1,33010236,3301,3,0,0,"2015-12-10",76,77,41,15,3,"4","NULL",2,1,2015,12,10,1,0,2,1,"baseline","mixed"
"9172",5106523,130,0,"8469097",8472980,22138,"TWA",33010052,17,14,3301,3,"NULL","twa_web121415.dat",22138,"N",1,33010052,3301,3,0,0,"2015-11-07",0,82,60,14,4,"7","NULL",3,6,2015,11,7,0,0,1,0,"baseline","dropoff"
"6256762",5106530,130,2,"8469177",8473060,48357,"TWA",34030009,38,14,3403,3,"NULL","twa_web121415.dat",48357,"N",1,34030009,3403,3,0,0,"2015-12-10",74,78,52,14,3,"4","NULL",2,1,2015,12,10,1,0,3,2,"baseline","mixed"
"6257137",5106537,130,2,"8469552",8473435,57103,"TWA",34040008,38,11,3404,3,"NULL","twa_web121415.dat",57103,"N",1,34040008,3404,3,0,0,"2015-12-11",80,79,50,11,3,"5","NULL",2,1,2015,12,11,1,0,3,2,"3404000811122015","mixed"
"6257480",5106540,130,2,"8469895",8473778,57103,"TWA",34040008,38,13,3404,3,"NULL","twa_web121415.dat",57103,"N",1,34040008,3404,3,0,0,"2015-12-11",80,79,55,13,3,"5","NULL",2,1,2015,12,11,1,0,3,2,"3404000811122015","mixed"
"6257534",5106542,130,2,"8469949",8473832,57103,"TWA",34040008,38,14,3404,3,"NULL","twa_web121415.dat",57103,"N",1,34040008,3404,3,0,0,"2015-12-11",80,79,66,14,3,"5","NULL",2,1,2015,12,11,1,0,3,2,"3404000811122015","mixed"
"9173",5106554,130,0,"8469356",8473239,37706,"TWA",34030026,41,14,3403,3,"NULL","twa_web121415.dat",37706,"N",1,34030026,3403,3,0,0,"2015-12-11",78,74,26,14,4,"11","NULL",1,10,2015,12,11,0,0,1,0,"baseline","artificial"
"6257104",5106558,130,2,"8469519",8473402,37706,"TWA",34040132,38,9,3404,3,"NULL","twa_web121415.dat",37706,"N",1,34040132,3404,3,0,0,"2015-12-12",78,72,55,9,3,"4","NULL",3,3,2015,12,12,1,0,3,2,"baseline","lowreef"
"6316403",5106810,130,2,"8563622",8567510,48357,"TWA",34030008,38,14,3403,3,"NULL","twa_web013016_122815.dat",48357,"N",1,34030008,3403,3,0,0,"2015-12-17",78,78,49,14,3,"5","NULL",2,1,2015,12,17,1,0,3,2,"baseline","mixed"
"9174",5106918,130,0,"8563589",8567477,58827,"TWA",33010059,70,19,3301,3,"NULL","twa_web013016_122815.dat",58827,"N",1,33010059,3301,3,0,0,"2015-11-11",80,80,63,19,1,"3","NULL",2,1,2015,11,11,0,0,1,0,"baseline","mixed"
"6311069",5107003,130,2,"8552557",8556445,22138,"TWA",34030179,38,10,3403,3,"NULL","twa_web010316.dat",22138,"N",1,34030179,3403,3,0,0,"2015-12-26",0,79,61,10,3,"5","NULL",2,1,2015,12,26,1,0,3,2,"baseline","mixed"
"6310799",5107181,130,2,"8552278",8556166,60757,"TWA",34030013,38,10,3403,3,"NULL","twa_web010316.dat",60757,"N",1,34030013,3403,3,0,0,"2015-12-29",78,78,50,10,4,"4","NULL",2,2,2015,12,29,1,0,3,2,"baseline","highreef"
"6307024",5107182,130,2,"8548393",8552281,60757,"TWA",34030003,38,12,3403,3,"NULL","twa_web010316.dat",60757,"N",1,34030003,3403,3,0,0,"2015-12-29",78,78,58,12,4,"5","NULL",3,2,2015,12,29,1,0,3,2,"baseline","highreef"
"9175",5107200,130,0,"8543544",8547432,10466,"TWA",33010059,37,11,3301,3,"NULL","twa_web010316.dat",10466,"E",1,33010059,3301,3,0,0,"2015-12-31",0,78,118,11,2,"2","NULL",2,8,2015,12,31,0,1,1,0,"baseline","mixed"
"6273626",5107306,130,2,"8499480",8503368,48357,"TWA",34030009,38,14,3403,3,"NULL","TWA_web010716.dat",48357,"N",1,34030009,3403,3,0,0,"2016-01-02",75,78,53,14,4,"5","NULL",2,1,2016,1,2,1,0,3,2,"34030009212016","mixed"
"6272890",5107337,130,1,"8498744",8502632,22138,"TWA",34030038,38,10,3403,3,"NULL","TWA_web010716.dat",22138,"N",1,34030038,3403,3,0,0,"2015-12-28",0,79,28,10,3,"13","NULL",2,10,2015,12,28,1,0,2,1,"3403003828122015","artificial"
"6274254",5107339,130,2,"8500108",8503996,22138,"TWA",34030038,38,13,3403,3,"NULL","TWA_web010716.dat",22138,"N",1,34030038,3403,3,0,0,"2015-12-28",0,79,37,13,3,"10","NULL",2,10,2015,12,28,1,0,3,2,"3403003828122015","artificial"
"6299677",5107510,130,1,"8540833",8544721,2948,"TWA",34030011,38,10,3403,3,"NULL","twa_web011316.dat",2948,"E",1,34030011,3403,3,0,0,"2015-12-01",79,79,66,10,3,"5","NULL",3,10,2015,12,1,1,1,2,1,"baseline","artificial"
"6298494",5107511,130,1,"8539625",8543513,2948,"TWA",34030009,38,11,3403,3,"NULL","twa_web011316.dat",2948,"E",1,34030009,3403,3,0,0,"2015-12-01",79,79,62,11,4,"5","NULL",2,2,2015,12,1,1,1,2,1,"baseline","highreef"
"6299788",5107515,130,1,"8540947",8544835,48357,"TWA",34030009,38,14,3403,3,"NULL","twa_web011316.dat",48357,"N",1,34030009,3403,3,0,0,"2016-01-10",75,0,53,14,3,"5","NULL",2,1,2016,1,10,1,0,2,1,"baseline","mixed"
"6285244",5107564,130,2,"8524088",8527976,41286,"TWA",34030176,38,11,3403,3,"NULL","twa_web011916.dat",41286,"N",1,34030176,3403,3,0,0,"2015-09-25",0,84,64,11,3,"4","NULL",2,1,2015,9,25,1,0,3,2,"340301762592015","mixed"
"6286495",5107620,130,1,"8525600",8529488,41286,"TWA",34030011,38,9,3403,3,"NULL","twa_web011916.dat",41286,"N",1,34030011,3403,3,0,0,"2015-09-25",0,84,66,9,3,"4","NULL",3,10,2015,9,25,1,0,2,1,"340300112592015","artificial"
"6285738",5107621,130,1,"8524685",8528573,41286,"TWA",34030038,38,10,3403,3,"NULL","twa_web011916.dat",41286,"N",1,34030038,3403,3,0,0,"2015-09-26",0,82,39,10,3,"7","NULL",2,10,2015,9,26,1,0,2,1,"340300382692015","artificial"
"6286406",5107622,130,2,"8525495",8529383,41286,"TWA",34030038,38,12,3403,3,"NULL","twa_web011916.dat",41286,"N",1,34030038,3403,3,0,0,"2015-09-26",0,82,45,12,3,"8","NULL",2,10,2015,9,26,1,0,3,2,"340300382692015","artificial"
"6286034",5107624,130,1,"8525045",8528933,41248,"TWA",34030011,38,9,3403,3,"NULL","twa_web011916.dat",41248,"N",1,34030011,3403,3,0,0,"2015-09-25",0,84,66,9,3,"4","NULL",3,10,2015,9,25,1,0,2,1,"340300112592015","artificial"
"6286010",5107625,130,2,"8525018",8528906,41248,"TWA",34030176,38,12,3403,3,"NULL","twa_web011916.dat",41248,"N",1,34030176,3403,3,0,0,"2015-09-25",0,84,65,12,3,"4","NULL",2,1,2015,9,25,1,0,3,2,"340301762592015","mixed"
"6285198",5107628,130,1,"8524033",8527921,41248,"TWA",34030038,38,10,3403,3,"NULL","twa_web011916.dat",41248,"N",1,34030038,3403,3,0,0,"2015-09-26",0,82,45,10,3,"8","NULL",2,10,2015,9,26,1,0,2,1,"340300382692015","artificial"
"6285262",5107630,130,1,"8524111",8527999,41248,"TWA",34030038,38,12,3403,3,"NULL","twa_web011916.dat",41248,"N",1,34030038,3403,3,0,0,"2015-09-26",0,82,39,12,3,"7","NULL",2,10,2015,9,26,1,0,2,1,"340300382692015","artificial"
"9176",5107672,130,0,"8523462",8527350,54910,"TWA",34030009,64,14,3403,3,"NULL","twa_web011916.dat",54910,"N",1,34030009,3403,3,0,0,"2016-01-14",75,77,45,14,3,"3","NULL",3,2,2016,1,14,0,0,1,0,"340300091412016","highreef"
"6286430",5107674,130,2,"8525522",8529410,54094,"TWA",34030009,38,14,3403,3,"NULL","twa_web011916.dat",54094,"N",1,34030009,3403,3,0,0,"2016-01-14",75,77,49,14,3,"3","NULL",2,2,2016,1,14,1,0,3,2,"340300091412016","highreef"
"9177",5107677,130,0,"8523490",8527378,58893,"TWA",34030009,34,14,3403,3,"NULL","twa_web011916.dat",58893,"N",1,34030009,3403,3,0,0,"2016-01-14",75,77,49,14,3,"3","NULL",2,2,2016,1,14,0,0,1,0,"340300091412016","highreef"
"9178",5107680,130,0,"8523428",8527316,58893,"TWA",34030009,64,16,3403,3,"NULL","twa_web011916.dat",58893,"N",1,34030009,3403,3,0,0,"2016-01-14",75,74,52,16,3,"3","NULL",3,2,2016,1,14,0,0,1,0,"340300091412016","highreef"
"6284766",5107681,130,1,"8523497",8527385,54910,"TWA",34030009,38,16,3403,3,"NULL","twa_web011916.dat",54910,"N",1,34030009,3403,3,0,0,"2016-01-14",75,74,50,16,3,"3","NULL",3,2,2016,1,14,1,0,2,1,"340300091412016","highreef"
"6286549",5107682,130,2,"8525662",8529550,54094,"TWA",34030009,38,16,3403,3,"NULL","twa_web011916.dat",54094,"N",1,34030009,3403,3,0,0,"2016-01-14",75,74,50,16,3,"3","NULL",2,2,2016,1,14,1,0,3,2,"340300091412016","highreef"
"6286542",5107685,130,1,"8525653",8529541,62609,"TWA",34030009,38,14,3403,3,"NULL","twa_web011916.dat",62609,"N",1,34030009,3403,3,0,0,"2016-01-14",77,77,48,14,3,"4","NULL",2,2,2016,1,14,1,0,2,1,"340300091412016","highreef"
"6285623",5107686,130,2,"8524541",8528429,62609,"TWA",34030009,38,15,3403,3,"NULL","twa_web011916.dat",62609,"N",1,34030009,3403,3,0,0,"2016-01-14",77,77,48,15,3,"4","NULL",2,2,2016,1,14,1,0,3,2,"340300091412016","highreef"
"6315264",5107714,130,2,"8562086",8565974,55250,"TWA",34030008,38,14,3403,3,"NULL","twa_web012916.dat",55250,"N",1,34030008,3403,3,0,0,"2016-01-19",0,71,32,14,2,"4","NULL",2,2,2016,1,19,1,0,3,2,"340300081912016","highreef"
"9179",5107715,130,0,"8558546",8562434,55250,"TWA",34030008,54,15,3403,3,"NULL","twa_web012916.dat",55250,"N",1,34030008,3403,3,0,0,"2016-01-20",0,71,30,15,2,"4","NULL",2,2,2016,1,20,0,0,1,0,"baseline","highreef"
"9180",5107716,130,0,"8558496",8562384,55250,"TWA",34030023,54,9,3403,3,"NULL","twa_web012916.dat",55250,"N",1,34030023,3403,3,0,0,"2016-01-20",0,70,50,9,2,"4","NULL",1,2,2016,1,20,0,0,1,0,"340300232012016","highreef"
"9181",5107727,130,0,"8558541",8562429,38912,"TWA",34030023,60,9,3403,3,"NULL","twa_web012916.dat",38912,"N",1,34030023,3403,3,0,0,"2016-01-20",72,69,33,9,2,"3","NULL",2,2,2016,1,20,0,0,1,0,"340300232012016","highreef"
"9182",5107728,130,0,"8558853",8562741,38912,"TWA",34030008,1,14,3403,3,"NULL","twa_web012916.dat",38912,"N",1,34030008,3403,3,0,0,"2016-01-19",0,0,22,14,2,"4","NULL",2,2,2016,1,19,0,0,1,0,"340300081912016","highreef"
"6311953",5107744,130,1,"8558688",8562576,53333,"TWA",34030009,38,15,3403,3,"NULL","twa_web012916.dat",53333,"E",1,34030009,3403,3,0,0,"2016-01-14",76,75,45,15,4,"4","NULL",3,2,2016,1,14,1,1,2,1,"340300091412016","highreef"
"6313426",5107745,130,2,"8560201",8564089,53333,"TWA",34030009,38,14,3403,3,"NULL","twa_web012916.dat",53333,"E",1,34030009,3403,3,0,0,"2016-01-14",76,76,50,14,4,"4","NULL",3,2,2016,1,14,1,1,3,2,"340300091412016","highreef"
"6311665",5107989,130,2,"8558396",8562284,54094,"TWA",34030169,38,9,3403,3,"NULL","twa_web013016.dat",54094,"N",1,34030169,3403,3,0,0,"2016-01-28",0,75,47,9,2,"4","NULL",2,1,2016,1,28,1,0,3,2,"baseline","mixed"
"6311601",5107992,130,1,"8558332",8562220,58893,"TWA",34030009,38,9,3403,3,"NULL","twa_web013016.dat",58893,"N",1,34030009,3403,3,0,0,"2016-01-28",79,75,48,9,3,"3","NULL",2,1,2016,1,28,1,0,2,1,"340300092812016","mixed"
"6311644",5107993,130,1,"8558375",8562263,54094,"TWA",34030009,38,11,3403,3,"NULL","twa_web013016.dat",54094,"N",1,34030009,3403,3,0,0,"2016-01-28",0,75,53,11,3,"5","NULL",1,1,2016,1,28,1,0,2,1,"340300092812016","mixed"
"9183",5107994,130,0,"8558318",8562206,58893,"TWA",34030009,26,11,3403,3,"NULL","twa_web013016.dat",58893,"N",1,34030009,3403,3,0,0,"2016-01-28",81,77,48,11,3,"4","NULL",1,1,2016,1,28,0,0,1,0,"340300092812016","mixed"
"6319082",5108023,130,2,"8575311",8579201,47430,"TWA",34040025,38,14,3404,3,"NULL","twa_web021516.dat",47430,"E",1,34040025,3404,3,0,0,"2016-01-30",68,70,55,14,3,"4","4",2,2,2016,1,30,1,1,3,2,"baseline","highreef"
"6319364",5108024,130,3,"8575596",8579486,47430,"TWA",34040163,38,13,3404,3,"NULL","twa_web021516.dat",47430,"E",1,34040163,3404,3,0,0,"2016-01-30",68,70,37,13,2,"7","7",2,2,2016,1,30,1,1,4,11,"baseline","highreef"
"9184",5108025,130,0,"8573856",8577746,47430,"TWA",34030004,54,7,3403,3,"NULL","twa_web021516.dat",47430,"E",1,34030004,3403,3,0,0,"2016-01-25",70,73,55,7,2,"1","3",2,3,2016,1,25,0,1,1,0,"baseline","lowreef"
"9185",5108043,130,0,"8573486",8577376,47430,"TWA",34030150,37,13,3403,3,"NULL","twa_web021516.dat",47430,"E",1,34030150,3403,3,0,0,"2016-01-31",78,75,55,13,3,"4","4",2,3,2016,1,31,0,1,1,0,"baseline","lowreef"
"6319759",5108066,130,2,"8575995",8579885,47430,"TWA",34040205,38,9,3404,3,"NULL","twa_web021516.dat",47430,"E",1,34040205,3404,3,0,0,"2016-02-02",75,77,45,9,3,"6","6",2,2,2016,2,2,1,1,3,2,"baseline","highreef"
"6318158",5108067,130,2,"8574377",8578267,47430,"TWA",34030129,38,11,3403,3,"NULL","twa_web021516.dat",47430,"E",1,34030129,3403,3,0,0,"2016-02-02",75,77,45,11,3,"4","4",3,3,2016,2,2,1,1,3,2,"baseline","lowreef"
"9186",5108105,130,0,"8574083",8577973,7997,"TWA",34080008,60,12,3408,3,"NULL","twa_web021516.dat",7997,"E",1,34080008,3408,3,0,0,"2016-01-30",0,71,30,12,2,"3","4",2,3,2016,1,30,0,1,1,0,"baseline","lowreef"
"9187",5108162,130,0,"8573624",8577514,38912,"TWA",34030028,54,10,3403,3,"NULL","twa_web021516.dat",38912,"N",1,34030028,3403,3,0,0,"2016-02-08",0,0,33,10,4,"1","1",2,2,2016,2,8,0,0,1,0,"baseline","highreef"
"9188",5108163,130,0,"8573559",8577449,38912,"TWA",34030005,38,11,3403,3,"NULL","twa_web021516.dat",38912,"N",1,34030005,3403,3,0,0,"2016-02-08",0,0,22,11,4,"1","1",3,1,2016,2,8,0,0,1,0,"baseline","mixed"
"9189",5108185,130,0,"8573489",8577379,62609,"TWA",34030011,34,10,3403,3,"NULL","twa_web021516.dat",62609,"N",1,34030011,3403,3,0,0,"2016-02-09",0,23,55,10,3,"5","5",2,1,2016,2,9,0,0,1,0,"34030011922016","mixed"
"9190",5108186,130,0,"8573552",8577442,58893,"TWA",34030011,38,10,3403,3,"NULL","twa_web021516.dat",58893,"N",1,34030011,3403,3,0,0,"2016-02-09",0,73,55,10,3,"5","5",2,1,2016,2,9,0,0,1,0,"34030011922016","mixed"
"6318681",5108253,130,1,"8574908",8578798,54094,"TWA",34030169,38,13,3403,3,"NULL","twa_web021516.dat",54094,"N",1,34030169,3403,3,0,0,"2016-02-04",0,78,53,13,3,"4","5",3,1,2016,2,4,1,0,2,1,"baseline","mixed"
"9191",5108255,130,0,"8573508",8577398,54094,"TWA",34030168,6,15,3403,3,"NULL","twa_web021516.dat",54094,"N",1,34030168,3403,3,0,0,"2016-02-04",0,77,57,15,3,"4","4",3,1,2016,2,4,0,0,1,0,"baseline","mixed"
"6320082",5108275,130,2,"8576322",8580212,22138,"TWA",33010106,38,10,3301,3,"NULL","twa_web021516.dat",22138,"N",1,33010106,3301,3,0,0,"2016-02-07",0,73,57,10,3,"7","8",3,1,2016,2,7,1,0,3,2,"baseline","mixed"
"6319376",5108276,130,2,"8575608",8579498,22138,"TWA",33010106,38,12,3301,3,"NULL","twa_web021516.dat",22138,"N",1,33010106,3301,3,0,0,"2016-02-06",0,76,54,12,4,"7","8",3,1,2016,2,6,1,0,3,2,"baseline","mixed"
"6318422",5108279,130,1,"8574647",8578537,22138,"TWA",33010001,38,9,3301,3,"NULL","twa_web021516.dat",22138,"N",1,33010001,3301,3,0,0,"2016-01-31",0,73,58,9,3,"3","3",3,1,2016,1,31,1,0,2,1,"baseline","mixed"
"6322654",5108280,130,2,"8578918",8582808,22138,"TWA",33010080,38,9,3301,3,"NULL","twa_web021516.dat",22138,"N",1,33010080,3301,3,0,0,"2016-02-10",0,76,115,9,3,"3","4",3,1,2016,2,10,1,0,3,2,"baseline","mixed"
"6325892",5108453,130,1,"8582229",8586119,54910,"TWA",34040002,38,11,3404,3,"NULL","twa_web030116.dat",54910,"N",1,34040002,3404,3,0,0,"2016-02-04",75,73,50,11,2,"4","4",2,1,2016,2,4,1,0,2,1,"34040002422016","mixed"
"6325695",5108456,130,2,"8582029",8585919,62609,"TWA",34040002,38,11,3404,3,"NULL","twa_web030116.dat",62609,"N",1,34040002,3404,3,0,0,"2016-02-04",75,73,50,11,2,"3","4",2,1,2016,2,4,1,0,3,2,"34040002422016","mixed"
"9192",5108459,130,0,"8579075",8582965,54910,"TWA",34030009,34,14,3403,3,"NULL","twa_web030116.dat",54910,"N",1,34030009,3403,3,0,0,"2016-02-17",76,74,50,14,3,"5","5",3,2,2016,2,17,0,0,1,0,"340300091722016","highreef"
"6324828",5108460,130,1,"8581147",8585037,54910,"TWA",34030009,38,16,3403,3,"NULL","twa_web030116.dat",54910,"N",1,34030009,3403,3,0,0,"2016-02-17",75,74,50,16,3,"4","5",3,1,2016,2,17,1,0,2,1,"340300091722016","mixed"
