"","PRIMARY_SAMPLE_UNIT","YEAR","MONTH","DAY","STATION_NR","LAT_DEGREES","LON_DEGREES","DEPTH","UNDERWATER_VISIBILITY","MAPGRID_NR","HABITAT_CD","ZONE_NR","SUBREGION_NR","MPA_NR","SPECIES_NR","SPECIES_CD","LEN","NUM","TIME_SEEN","PROT","STRAT","REGION","DEPTH_CLASS","RUGOSITY_CLASS","NUM2"
"4320588","1314U",2016,7,7,2,24.60677,-81.23483,9.8,8,1305919,"ISOL_LR",3,9,0,123,"LAC MAXI",25,1.5,1,0,"OFPR","FLA KEYS",NA,NA,2
"4320631","1314U",2016,7,7,2,24.60677,-81.23483,9.8,8,1305919,"ISOL_LR",3,9,0,123,"LAC MAXI",20,1,1,0,"OFPR","FLA KEYS",NA,NA,1
"4320668","1314U",2016,7,7,2,24.60677,-81.23483,9.8,8,1305919,"ISOL_LR",3,9,0,123,"LAC MAXI",22,1,1,0,"OFPR","FLA KEYS",NA,NA,1
"4321282","1315U",2016,7,7,2,24.60929,-81.17262,12.5,7.5,1311786,"SPGR_LR",4,9,0,123,"LAC MAXI",35,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4321362","1315U",2016,7,7,2,24.60929,-81.17262,12.5,7.5,1311786,"SPGR_LR",4,9,0,123,"LAC MAXI",23,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4321400","1315U",2016,7,7,1,24.60907,-81.17291,12.2,7,1311785,"SPGR_LR",4,9,0,123,"LAC MAXI",22,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4321564","1315U",2016,7,7,1,24.60907,-81.17291,12.2,7,1311785,"SPGR_LR",4,9,0,123,"LAC MAXI",28,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4322132","1316U",2016,7,7,2,24.6095,-81.1779,9.4,7.5,1314690,"CONT_LR",4,9,0,123,"LAC MAXI",0,0,1,0,"FMLR","FLA KEYS",NA,NA,0
"4322171","1316U",2016,7,7,1,24.60925,-81.1782,10.4,8.5,1311780,"CONT_LR",4,9,0,123,"LAC MAXI",22,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4322174","1316U",2016,7,7,2,24.6095,-81.1779,9.4,7.5,1314690,"CONT_LR",4,9,0,123,"LAC MAXI",25,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4322212","1316U",2016,7,7,1,24.60925,-81.1782,10.4,8.5,1311780,"CONT_LR",4,9,0,123,"LAC MAXI",18,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4322253","1316U",2016,7,7,1,24.60925,-81.1782,10.4,8.5,1311780,"CONT_LR",4,9,0,123,"LAC MAXI",21,1,1,0,"FMLR","FLA KEYS",NA,NA,1
"4322255","1316U",2016,7,7,2,24.6095,-81.1779,9.4,7.5,1314690,"CONT_LR",4,9,0,123,"LAC MAXI",23,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4322784","1317U",2016,6,23,1,24.638,-81.06414,13.3,5.5,1402804,"SPGR_LR",4,9,0,123,"LAC MAXI",28,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4322864","1317U",2016,6,23,1,24.638,-81.06414,13.3,5.5,1402804,"SPGR_LR",4,9,0,123,"LAC MAXI",0,0,1,0,"FMLR","FLA KEYS",NA,NA,0
"4322949","1317U",2016,6,23,1,24.638,-81.06414,13.3,5.5,1402804,"SPGR_LR",4,9,0,123,"LAC MAXI",32,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4322950","1317U",2016,6,23,2,24.63812,-81.06351,13.3,5,1402804,"SPGR_LR",4,9,0,123,"LAC MAXI",0,0,1,0,"FMLR","FLA KEYS",NA,NA,0
"4322992","1317U",2016,6,23,2,24.63812,-81.06351,13.3,5,1402804,"SPGR_LR",4,9,0,123,"LAC MAXI",20,0.5,2,0,"FMLR","FLA KEYS",NA,NA,1
"4323234","1318U",2016,6,23,2,24.64462,-81.04678,11,7,1420695,"SPGR_LR",4,9,0,123,"LAC MAXI",18,0.5,2,0,"FMLR","FLA KEYS",NA,NA,1
"4323395","1318U",2016,6,23,2,24.64462,-81.04678,11,7,1420695,"SPGR_LR",4,9,0,123,"LAC MAXI",23,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4323396","1318U",2016,6,23,1,24.64455,-81.04663,12.2,5.5,1420695,"SPGR_LR",4,9,0,123,"LAC MAXI",22,0.625,1,0,"FMLR","FLA KEYS",NA,NA,1
"4323519","1318U",2016,6,23,1,24.64455,-81.04663,12.2,5.5,1420695,"SPGR_LR",4,9,0,123,"LAC MAXI",19,0.625,1,0,"FMLR","FLA KEYS",NA,NA,1
"4323558","1318U",2016,6,23,1,24.64455,-81.04663,12.2,5.5,1420695,"SPGR_LR",4,9,0,123,"LAC MAXI",16,2.5,1,0,"FMLR","FLA KEYS",NA,NA,3
"4324004","1319U",2016,6,23,2,24.6484,-81.03304,10.5,7.5,1432793,"SPGR_LR",4,9,0,123,"LAC MAXI",0,0,1,0,"FMLR","FLA KEYS",NA,NA,0
"4324046","1319U",2016,6,23,2,24.6484,-81.03304,10.5,7.5,1432793,"SPGR_LR",4,9,0,123,"LAC MAXI",23,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4324209","1319U",2016,6,23,1,24.64883,-81.03296,10.5,6,1432793,"SPGR_LR",4,9,0,123,"LAC MAXI",18,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4324360","1319U",2016,6,23,1,24.64883,-81.03296,10.5,6,1432793,"SPGR_LR",4,9,0,123,"LAC MAXI",24,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4324429","1319U",2016,6,23,1,24.64883,-81.03296,10.5,6,1432793,"SPGR_LR",4,9,0,123,"LAC MAXI",0,0,1,0,"FMLR","FLA KEYS",NA,NA,0
"4324795","1321U",2016,9,12,1,24.6699,-80.97349,6.2,6,1487565,"CONT_LR",4,9,0,123,"LAC MAXI",30,0.5,2,0,"FMLR","FLA KEYS",NA,NA,1
"4324798","1321U",2016,9,12,2,24.66975,-80.97385,6.1,8,1487565,"CONT_LR",4,9,0,123,"LAC MAXI",31,0.875,1,0,"FMLR","FLA KEYS",NA,NA,1
"4324960","1321U",2016,9,12,2,24.66975,-80.97385,6.1,8,1487565,"CONT_LR",4,9,0,123,"LAC MAXI",30,1.167,1,0,"FMLR","FLA KEYS",NA,NA,2
"4324961","1321U",2016,9,12,2,24.66975,-80.97385,6.1,8,1487565,"CONT_LR",4,9,0,123,"LAC MAXI",25,1.167,1,0,"FMLR","FLA KEYS",NA,NA,2
"4324984","1321U",2016,9,12,1,24.6699,-80.97349,6.2,6,1487565,"CONT_LR",4,9,0,123,"LAC MAXI",25,0.5,2,0,"FMLR","FLA KEYS",NA,NA,1
"4325042","1321U",2016,9,12,2,24.66975,-80.97385,6.1,8,1487565,"CONT_LR",4,9,0,123,"LAC MAXI",22,1.167,1,0,"FMLR","FLA KEYS",NA,NA,2
"4325057","1321U",2016,9,12,2,24.66975,-80.97385,6.1,8,1487565,"CONT_LR",4,9,0,123,"LAC MAXI",13,0.875,1,0,"FMLR","FLA KEYS",NA,NA,1
"4325118","1321U",2016,9,12,1,24.6699,-80.97349,6.2,6,1487565,"CONT_LR",4,9,0,123,"LAC MAXI",16,0.5,2,0,"FMLR","FLA KEYS",NA,NA,1
"4325146","1321U",2016,9,12,1,24.6699,-80.97349,6.2,6,1487565,"CONT_LR",4,9,0,123,"LAC MAXI",24,0.5,2,0,"FMLR","FLA KEYS",NA,NA,1
"4325167","1321U",2016,9,12,1,24.6699,-80.97349,6.2,6,1487565,"CONT_LR",4,9,0,123,"LAC MAXI",28,0.5,2,0,"FMLR","FLA KEYS",NA,NA,1
"4325732","1322U",2016,9,6,2,24.71118,-80.85174,15.7,9.5,1578488,"SPGR_LR",4,9,0,123,"LAC MAXI",24,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4325767","1322U",2016,9,6,1,24.7114,-80.85151,15.7,7,1580397,"SPGR_LR",4,9,0,123,"LAC MAXI",35,2.5,1,0,"FMLR","FLA KEYS",NA,NA,3
"4325771","1322U",2016,9,6,2,24.71118,-80.85174,15.7,9.5,1578488,"SPGR_LR",4,9,0,123,"LAC MAXI",18,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4325774","1322U",2016,9,6,2,24.71118,-80.85174,15.7,9.5,1578488,"SPGR_LR",4,9,0,123,"LAC MAXI",30,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4325809","1322U",2016,9,6,2,24.71118,-80.85174,15.7,9.5,1578488,"SPGR_LR",4,9,0,123,"LAC MAXI",12,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4325810","1322U",2016,9,6,2,24.71118,-80.85174,15.7,9.5,1578488,"SPGR_LR",4,9,0,123,"LAC MAXI",12.5,0.125,1,0,"FMLR","FLA KEYS",NA,NA,1
"4325812","1322U",2016,9,6,1,24.7114,-80.85151,15.7,7,1580397,"SPGR_LR",4,9,0,123,"LAC MAXI",19,0.625,1,0,"FMLR","FLA KEYS",NA,NA,1
"4325813","1322U",2016,9,6,2,24.71118,-80.85174,15.7,9.5,1578488,"SPGR_LR",4,9,0,123,"LAC MAXI",27,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4325814","1322U",2016,9,6,2,24.71118,-80.85174,15.7,9.5,1578488,"SPGR_LR",4,9,0,123,"LAC MAXI",13,1.25,1,0,"FMLR","FLA KEYS",NA,NA,2
"4325815","1322U",2016,9,6,2,24.71118,-80.85174,15.7,9.5,1578488,"SPGR_LR",4,9,0,123,"LAC MAXI",15.5,0.125,1,0,"FMLR","FLA KEYS",NA,NA,1
"4325850","1322U",2016,9,6,1,24.7114,-80.85151,15.7,7,1580397,"SPGR_LR",4,9,0,123,"LAC MAXI",22,0.625,1,0,"FMLR","FLA KEYS",NA,NA,1
"4326153","1323U",2016,8,9,1,24.76515,-80.73527,14.9,9.5,1674374,"SPGR_LR",4,9,0,123,"LAC MAXI",25,1,1,0,"FMLR","FLA KEYS",NA,NA,1
"4326221","1323U",2016,8,9,2,24.7651,-80.73555,15.2,15,1674374,"SPGR_LR",4,9,0,123,"LAC MAXI",36,0.5,2,0,"FMLR","FLA KEYS",NA,NA,1
"4326423","1323U",2016,8,9,1,24.76515,-80.73527,14.9,9.5,1674374,"SPGR_LR",4,9,0,123,"LAC MAXI",23,1,1,0,"FMLR","FLA KEYS",NA,NA,1
"4326463","1323U",2016,8,9,2,24.7651,-80.73555,15.2,15,1674374,"SPGR_LR",4,9,0,123,"LAC MAXI",21,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4326464","1323U",2016,8,9,1,24.76515,-80.73527,14.9,9.5,1674374,"SPGR_LR",4,9,0,123,"LAC MAXI",21,1,1,0,"FMLR","FLA KEYS",NA,NA,1
"4326507","1323U",2016,8,9,1,24.76515,-80.73527,14.9,9.5,1674374,"SPGR_LR",4,9,0,123,"LAC MAXI",19,1,1,0,"FMLR","FLA KEYS",NA,NA,1
"4326939","1324U",2016,8,10,2,24.81813,-80.65715,17.4,15,1737797,"SPGR_HR",4,10,0,123,"LAC MAXI",0,0,1,0,"HRRF","FLA KEYS",NA,NA,0
"4326993","1324U",2016,8,10,1,24.81783,-80.65693,18,9,1737797,"SPGR_HR",4,10,0,123,"LAC MAXI",27,0.625,1,0,"HRRF","FLA KEYS",NA,NA,1
"4327034","1324U",2016,8,10,1,24.81783,-80.65693,18,9,1737797,"SPGR_HR",4,10,0,123,"LAC MAXI",15,2.5,2,0,"HRRF","FLA KEYS",NA,NA,3
"4327074","1324U",2016,8,10,1,24.81783,-80.65693,18,9,1737797,"SPGR_HR",4,10,0,123,"LAC MAXI",25,0.625,1,0,"HRRF","FLA KEYS",NA,NA,1
"4327686","1325U",2016,8,25,2,24.95088,-80.45404,13.9,16,1817582,"SPGR_HR",4,10,8,123,"LAC MAXI",27,3.125,2,1,"HRRF","FLA KEYS",NA,NA,4
"4327804","1325U",2016,8,25,2,24.95088,-80.45404,13.9,16,1817582,"SPGR_HR",4,10,8,123,"LAC MAXI",24,0.625,1,1,"HRRF","FLA KEYS",NA,NA,1
"4327848","1325U",2016,8,25,1,24.95078,-80.45319,17.5,16,1817583,"SPGR_HR",4,10,8,123,"LAC MAXI",50,1,1,1,"HRRF","FLA KEYS",NA,NA,1
"4328005","1325U",2016,8,25,1,24.95078,-80.45319,17.5,16,1817583,"SPGR_HR",4,10,8,123,"LAC MAXI",25,1,1,1,"HRRF","FLA KEYS",NA,NA,1
"4328085","1325U",2016,8,25,1,24.95078,-80.45319,17.5,16,1817583,"SPGR_HR",4,10,8,123,"LAC MAXI",22,1,1,1,"HRRF","FLA KEYS",NA,NA,1
"4328163","1325U",2016,8,25,1,24.95078,-80.45319,17.5,16,1817583,"SPGR_HR",4,10,8,123,"LAC MAXI",32,1,1,1,"HRRF","FLA KEYS",NA,NA,1
"4328741","1326U",2016,8,23,2,24.95619,-80.45737,6.2,14.5,1819988,"SPGR_HR",4,10,7,123,"LAC MAXI",0,0,1,1,"HRRF","FLA KEYS",NA,NA,0
"4328821","1326U",2016,8,23,1,24.95619,-80.45737,6.4,14,1819988,"SPGR_HR",4,10,7,123,"LAC MAXI",24,0,3,1,"HRRF","FLA KEYS",NA,NA,0
"4329593","1327U",2016,8,23,2,24.95116,-80.45069,28.3,16.5,1817585,"SPGR_HR",4,10,8,123,"LAC MAXI",24,0.5,2,1,"HRRF","FLA KEYS",NA,NA,1
"4329630","1327U",2016,8,23,2,24.95116,-80.45069,28.3,16.5,1817585,"SPGR_HR",4,10,8,123,"LAC MAXI",26,0.5,2,1,"HRRF","FLA KEYS",NA,NA,1
"4329712","1327U",2016,8,23,1,24.95116,-80.45069,27,17,1817585,"SPGR_HR",4,10,8,123,"LAC MAXI",0,0,1,1,"HRRF","FLA KEYS",NA,NA,0
"4330598","1328U",2016,8,23,2,24.95325,-80.45031,18.1,15,1818391,"SPGR_HR",4,10,8,123,"LAC MAXI",21,1,2,1,"HRRF","FLA KEYS",NA,NA,1
"4330606","1328U",2016,8,23,1,24.95325,-80.45031,17.7,17,1818391,"SPGR_HR",4,10,8,123,"LAC MAXI",29,1,1,1,"HRRF","FLA KEYS",NA,NA,1
"4330626","1328U",2016,8,23,1,24.95325,-80.45031,17.7,17,1818391,"SPGR_HR",4,10,8,123,"LAC MAXI",31,1,1,1,"HRRF","FLA KEYS",NA,NA,1
"4331019","1329U",2016,8,22,1,24.92149,-80.5064,7.5,13,1803719,"SPGR_LR",4,10,9,123,"LAC MAXI",0,0,1,1,"FMLR","FLA KEYS",NA,NA,0
"4331180","1329U",2016,8,22,2,24.92149,-80.5064,7.9,14.5,1803719,"SPGR_LR",4,10,9,123,"LAC MAXI",0,0,1,1,"FMLR","FLA KEYS",NA,NA,0
"4331832","1330U",2016,8,22,2,24.92173,-80.50604,7.6,13.5,1803719,"CONT_MR",4,10,9,123,"LAC MAXI",0,0,1,1,"FMLR","FLA KEYS",NA,NA,0
"4331834","1330U",2016,8,22,1,24.92173,-80.50604,7.3,15,1803719,"CONT_MR",4,10,9,123,"LAC MAXI",0,0,1,1,"FMLR","FLA KEYS",NA,NA,0
"4332401","1331U",2016,8,11,1,24.8421,-80.62136,19.5,18,1756747,"SPGR_LR",4,10,12,123,"LAC MAXI",0,0,1,1,"FMLR","FLA KEYS",NA,NA,0
"4332439","1331U",2016,8,11,2,24.84194,-80.62116,18.7,15,1756075,"SPGR_LR",4,10,12,123,"LAC MAXI",25,0.5,2,1,"FMLR","FLA KEYS",NA,NA,1
"4332481","1331U",2016,8,11,2,24.84194,-80.62116,18.7,15,1756075,"SPGR_LR",4,10,12,123,"LAC MAXI",14,0.5,2,1,"FMLR","FLA KEYS",NA,NA,1
"4332523","1331U",2016,8,11,1,24.8421,-80.62136,19.5,18,1756747,"SPGR_LR",4,10,12,123,"LAC MAXI",19,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"4333453","1332U",2016,8,11,1,24.84257,-80.62262,16.8,11.5,1756746,"SPGR_LR",4,10,12,123,"LAC MAXI",19,0.625,1,1,"FMLR","FLA KEYS",NA,NA,1
"4333521","1332U",2016,8,11,2,24.84267,-80.62273,15.2,13.5,1756746,"SPGR_LR",4,10,12,123,"LAC MAXI",14,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"4333549","1332U",2016,8,11,1,24.84257,-80.62262,16.8,11.5,1756746,"SPGR_LR",4,10,12,123,"LAC MAXI",24,3.125,2,1,"FMLR","FLA KEYS",NA,NA,4
"4333589","1332U",2016,8,11,2,24.84267,-80.62273,15.2,13.5,1756746,"SPGR_LR",4,10,12,123,"LAC MAXI",0,0,1,1,"FMLR","FLA KEYS",NA,NA,0
"4333594","1332U",2016,8,11,2,24.84267,-80.62273,15.2,13.5,1756746,"SPGR_LR",4,10,12,123,"LAC MAXI",16,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"4334062","1333U",2016,8,9,2,24.76515,-80.7533,9.8,14.5,1674356,"CONT_MR",4,9,13,123,"LAC MAXI",42,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"4334262","1333U",2016,8,9,2,24.76515,-80.7533,9.8,14.5,1674356,"CONT_MR",4,9,13,123,"LAC MAXI",36,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"4334305","1333U",2016,8,9,1,24.765,-80.75312,10.1,15,1674356,"CONT_MR",4,9,13,123,"LAC MAXI",31,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"4334319","1333U",2016,8,9,1,24.765,-80.75312,10.1,15,1674356,"CONT_MR",4,9,13,123,"LAC MAXI",25,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"4334343","1333U",2016,8,9,2,24.76515,-80.7533,9.8,14.5,1674356,"CONT_MR",4,9,13,123,"LAC MAXI",32,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"4334347","1333U",2016,8,9,1,24.765,-80.75312,10.1,15,1674356,"CONT_MR",4,9,13,123,"LAC MAXI",33,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"4334374","1333U",2016,8,9,1,24.765,-80.75312,10.1,15,1674356,"CONT_MR",4,9,13,123,"LAC MAXI",45,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"4334375","1333U",2016,8,9,2,24.76515,-80.7533,9.8,14.5,1674356,"CONT_MR",4,9,13,123,"LAC MAXI",30,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"4334482","1334U",2016,8,9,2,24.76789,-80.74998,8.2,12,1678301,"CONT_LR",4,9,13,123,"LAC MAXI",22,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"4334536","1334U",2016,8,9,2,24.76789,-80.74998,8.2,12,1678301,"CONT_LR",4,9,13,123,"LAC MAXI",0,0,1,1,"FMLR","FLA KEYS",NA,NA,0
"4334564","1334U",2016,8,9,1,24.76784,-80.74985,7.5,15,1678301,"CONT_LR",4,9,13,123,"LAC MAXI",36,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"4334670","1334U",2016,8,9,1,24.76784,-80.74985,7.5,15,1678301,"CONT_LR",4,9,13,123,"LAC MAXI",32,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"4334750","1334U",2016,8,9,1,24.76784,-80.74985,7.5,15,1678301,"CONT_LR",4,9,13,123,"LAC MAXI",24,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"4334752","1334U",2016,8,9,1,24.76784,-80.74985,7.5,15,1678301,"CONT_LR",4,9,13,123,"LAC MAXI",25,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"4335144","1335U",2016,9,28,2,24.62337,-81.1092,14.5,6.5,1358764,"SPGR_LR",4,9,15,123,"LAC MAXI",14,1.25,1,1,"FMLR","FLA KEYS",NA,NA,2
"4335158","1335U",2016,9,28,2,24.62337,-81.1092,14.5,6.5,1358764,"SPGR_LR",4,9,15,123,"LAC MAXI",0,0,1,1,"FMLR","FLA KEYS",NA,NA,0
"4335163","1335U",2016,9,28,1,24.62357,-81.10843,13.9,5.5,1358765,"SPGR_LR",4,9,15,123,"LAC MAXI",0,0,1,1,"FMLR","FLA KEYS",NA,NA,0
"4335171","1335U",2016,9,28,2,24.62337,-81.1092,14.5,6.5,1358764,"SPGR_LR",4,9,15,123,"LAC MAXI",18,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"4335194","1335U",2016,9,28,2,24.62337,-81.1092,14.5,6.5,1358764,"SPGR_LR",4,9,15,123,"LAC MAXI",13,0.125,1,1,"FMLR","FLA KEYS",NA,NA,1
"4335196","1335U",2016,9,28,2,24.62337,-81.1092,14.5,6.5,1358764,"SPGR_LR",4,9,15,123,"LAC MAXI",16,0.125,1,1,"FMLR","FLA KEYS",NA,NA,1
"4335366","1335U",2016,9,28,2,24.62337,-81.1092,14.5,6.5,1358764,"SPGR_LR",4,9,15,123,"LAC MAXI",12,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"4335871","1336U",2016,9,23,2,24.62537,-81.10545,11.7,6.5,1364490,"SPGR_LR",4,9,15,123,"LAC MAXI",38,0.5,1,1,"FMLR","FLA KEYS",NA,NA,1
"4335928","1336U",2016,9,23,1,24.62528,-81.10524,12.5,5,1364490,"SPGR_LR",4,9,15,123,"LAC MAXI",0,0,1,1,"FMLR","FLA KEYS",NA,NA,0
"4335943","1336U",2016,9,23,2,24.62537,-81.10545,11.7,6.5,1364490,"SPGR_LR",4,9,15,123,"LAC MAXI",0,0,1,1,"FMLR","FLA KEYS",NA,NA,0
"4336583","1337U",2016,8,10,2,24.77474,-80.71726,23.9,10.5,1688406,"CONT_MR",4,9,0,123,"LAC MAXI",19,0.5,1,0,"FDLR","FLA KEYS",NA,NA,1
"4336963","1337U",2016,8,10,2,24.77474,-80.71726,23.9,10.5,1688406,"CONT_MR",4,9,0,123,"LAC MAXI",17,0.5,1,0,"FDLR","FLA KEYS",NA,NA,1
"4337045","1337U",2016,8,10,1,24.77495,-80.71697,24.2,13.5,1688407,"CONT_MR",4,9,0,123,"LAC MAXI",35,0.5,1,0,"FDLR","FLA KEYS",NA,NA,1
"4337207","1337U",2016,8,10,1,24.77495,-80.71697,24.2,13.5,1688407,"CONT_MR",4,9,0,123,"LAC MAXI",22,0.5,1,0,"FDLR","FLA KEYS",NA,NA,1
"4337611","1338U",2016,9,28,1,24.61793,-81.12805,15.7,5.5,1341163,"CONT_MR",4,9,0,123,"LAC MAXI",19,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4337774","1338U",2016,9,28,2,24.61773,-81.12829,16.9,6,1341163,"CONT_MR",4,9,0,123,"LAC MAXI",29,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4337923","1338U",2016,9,28,2,24.61773,-81.12829,16.9,6,1341163,"CONT_MR",4,9,0,123,"LAC MAXI",0,0,1,0,"FMLR","FLA KEYS",NA,NA,0
"4337939","1338U",2016,9,28,1,24.61793,-81.12805,15.7,5.5,1341163,"CONT_MR",4,9,0,123,"LAC MAXI",0,0,1,0,"FMLR","FLA KEYS",NA,NA,0
"4338384","1339U",2016,9,23,1,24.62533,-81.10167,15.8,6,1364494,"SPGR_LR",4,9,0,123,"LAC MAXI",0,0,1,0,"FMLR","FLA KEYS",NA,NA,0
"4338549","1339U",2016,9,23,1,24.62533,-81.10167,15.8,6,1364494,"SPGR_LR",4,9,0,123,"LAC MAXI",15,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4338586","1339U",2016,9,23,1,24.62533,-81.10167,15.8,6,1364494,"SPGR_LR",4,9,0,123,"LAC MAXI",18,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4338653","1339U",2016,9,23,2,24.62532,-81.1018,17.1,5.5,1364493,"SPGR_LR",4,9,0,123,"LAC MAXI",0,0,1,0,"FMLR","FLA KEYS",NA,NA,0
"4338989","1340U",2016,7,11,2,24.64588,-81.03081,23.9,6,1425575,"CONT_MR",4,9,0,123,"LAC MAXI",0,0,1,0,"FDLR","FLA KEYS",NA,NA,0
"4339033","1340U",2016,7,11,1,24.6459,-81.03103,25,6,1425575,"CONT_MR",4,9,0,123,"LAC MAXI",0,0,1,0,"FDLR","FLA KEYS",NA,NA,0
"4339716","1341U",2016,6,27,1,24.6672,-80.96407,23.9,7,1480449,"CONT_MR",4,9,0,123,"LAC MAXI",22,0.5,1,0,"FDLR","FLA KEYS",NA,NA,1
"4339725","1341U",2016,6,27,2,24.66697,-80.96441,24.2,7,1480449,"CONT_MR",4,9,0,123,"LAC MAXI",0,0,1,0,"FDLR","FLA KEYS",NA,NA,0
"4339848","1341U",2016,6,27,1,24.6672,-80.96407,23.9,7,1480449,"CONT_MR",4,9,0,123,"LAC MAXI",26,0.5,2,0,"FDLR","FLA KEYS",NA,NA,1
"4340459","1342U",2016,8,9,1,24.74702,-80.76295,27.6,13,1645870,"CONT_HR",4,9,0,123,"LAC MAXI",0,0,1,0,"FDLR","FLA KEYS",NA,NA,0
"4340460","1342U",2016,8,9,2,24.74722,-80.76309,25.8,10.5,1645870,"CONT_HR",4,9,0,123,"LAC MAXI",0,0,1,0,"FDLR","FLA KEYS",NA,NA,0
"4340538","1342U",2016,8,9,2,24.74722,-80.76309,25.8,10.5,1645870,"CONT_HR",4,9,0,123,"LAC MAXI",28,0.5,2,0,"FDLR","FLA KEYS",NA,NA,1
"4341227","1343U",2016,8,11,2,24.83676,-80.63096,20,20,1752711,"SPGR_HR",4,10,0,123,"LAC MAXI",0,0,1,0,"HRRF","FLA KEYS",NA,NA,0
"4341235","1343U",2016,8,11,1,24.83684,-80.63126,21.6,12.5,1752711,"SPGR_HR",4,10,0,123,"LAC MAXI",0,0,1,0,"HRRF","FLA KEYS",NA,NA,0
"4341911","1344U",2016,8,24,1,24.90817,-80.5198,18.9,12,1797095,"SPGR_LR",4,10,0,123,"LAC MAXI",0,0,1,0,"FDLR","FLA KEYS",NA,NA,0
"4342129","1344U",2016,8,24,2,24.90811,-80.52002,23.5,16,1797095,"SPGR_LR",4,10,0,123,"LAC MAXI",17,0.5,1,0,"FDLR","FLA KEYS",NA,NA,1
"4342211","1344U",2016,8,24,2,24.90811,-80.52002,23.5,16,1797095,"SPGR_LR",4,10,0,123,"LAC MAXI",0,0,1,0,"FDLR","FLA KEYS",NA,NA,0
"4342696","1345U",2016,8,24,2,24.90997,-80.5239,6.6,13.5,1797993,"SPGR_LR",4,10,0,123,"LAC MAXI",28,0.5,2,0,"FMLR","FLA KEYS",NA,NA,1
"4342778","1345U",2016,8,24,2,24.90997,-80.5239,6.6,13.5,1797993,"SPGR_LR",4,10,0,123,"LAC MAXI",31,0.5,1,0,"FMLR","FLA KEYS",NA,NA,1
"4342859","1345U",2016,8,24,1,24.91053,-80.52329,6.4,15,1798446,"SPGR_LR",4,10,0,123,"LAC MAXI",30,0,3,0,"FMLR","FLA KEYS",NA,NA,0
"4343508","1346U",2016,8,25,2,24.91031,-80.50614,27.7,12.5,1798463,"SPGR_HR",4,10,0,123,"LAC MAXI",28,0.5,2,0,"HRRF","FLA KEYS",NA,NA,1
"4343591","1346U",2016,8,25,2,24.91031,-80.50614,27.7,12.5,1798463,"SPGR_HR",4,10,0,123,"LAC MAXI",0,0,1,0,"HRRF","FLA KEYS",NA,NA,0
"4343699","1346U",2016,8,25,1,24.91007,-80.50624,27.9,16,1798011,"SPGR_HR",4,10,0,123,"LAC MAXI",0,0,1,0,"HRRF","FLA KEYS",NA,NA,0
"4344359","1347U",2016,8,25,2,24.92279,-80.49195,24.2,15,1804161,"SPGR_HR",4,10,0,123,"LAC MAXI",0,0,1,0,"HRRF","FLA KEYS",NA,NA,0
